"","Song","Artist"
"1","Blame","Calvin Harris;John Newman"
"2","All about that bass","Meghan Trainor"
"3","Dangerous","David Guetta;Sam Martin"
"4","Chandelier","Sia"
"5","Noche y de día","Enrique Iglesias;Juan Magán;Yandel"
"6","Shake it off","Taylor Swift"
"7","Steal my girl","One Direction"
"8","Por fin","Pablo Alborán"
"9","Break free","Ariana Grande;Zedd"
"10","Tocado y hundido","Melendi"
"11","Bang bang","Jessie J;Ariana Grande;Nicki Minaj"
"12","Entre la espada y la pared","Fito & Fitipaldis"
"13","Liar liar","Cris Cab"
"14","The days","Avicii"
"15","Fireball","Pitbull;John Ryan"
"16","Don't","Ed Sheeran"
"17","Habits (Stay high)","Tove Lo;Hippie Sabotage"
"18","Stay with me","Sam Smith"
"19","Marry me","Jason Derülo"
"20","On our way","The Royal Concept"
"21","Geronimo","Sheppard"
"22","Boom clap","Charli XCX"
"23","Changing","Sigma;Paloma Faith"
"24","Shower","Becky G"
"25","Good time","Inna;Pitbull"
"26","Prayer in C","Robin Schulz;Lilly Wood & The Prick;Robin Schulz"
"27","Wrapped up","Olly Murs;Travie McCoy"
"28","Bad girl","Lucy Paradise"
"29","People help the people","Birdy"
"30","Comprende (It's over)","Sweet California"
"31","Justo ahora","Dvicio"
"32","Desaparecer","Malú"
"33","Aire","Antonio Orozco"
"34","The miracle (of Joey Ramone)","U2"
"35","Cool kids","Echosmith"
"36","Sí pero no","David Bisbal"
"37","Oh Cecilia (Breaking my heart)","The Vamps;Shawn Mendes"
"38","I bet my life","Imagine Dragons"
"39","Maverick","Albert Neve;Les Castizos;Robbie Wulfsohn"
"40","Los cantantes","Leiva"
