"","Song","Artist"
"1","Catch & release","Matt Simons;Deepend"
"2","7 Years","Lukas Graham"
"3","Stressed out","Twenty One Pilots"
"4","Cheap thrills","Sia;Sean Paul"
"5","I took a pill in Ibiza (Explicit version)","Mike Posner;SeeB"
"6","Faded","Alan Walker;Iselin Solheim"
"7","Fast car","Jonas Blue;Dakota"
"8","No","Meghan Trainor"
"9","Lush life","Zara Larsson"
"10","Geometria polisentimental","Fangoria"
"11","Cake by the ocean","DNCE"
"12","Bang my head","David Guetta;Fetty Wap;Sia"
"13","Me, myself & I","G-Eazy;Bebe Rexha"
"14","Work","Rihanna;Drake"
"15","One call away","Charlie Puth"
"16","Hymn for the weekend","Coldplay;Beyoncé"
"17","Pillowtalk","Zayn Malik"
"18","Light it up","Major Lazer;Fuse ODG;NYLA"
"19","When we were young","Adele"
"20","Who's loving you","Auryn;Anastacia"
"21","Dangerous woman","Ariana Grande"
"22","Hotline bling","Drake"
"23","Roses","The Chainsmokers;Rozes"
"24","With my hands","Furious Monkey House"
"25","Vuela corazón","Dasoul"
"26","Love yourself","Justin Bieber"
"27","Baila conmigo","Juan Magán;Luciana"
"28","Echo","Nelou"
"29","Here","Alessia Cara"
"30","Hero","Family of the Year"
"31","Gafas de rosa","Estopa"
"32","Hide away","Daya"
"33","Mira como vuelo","Miss Caffeina"
"34","Good lovin' 2.0","Sweet California"
"35","Lo saben mis zapatos","Pablo López"
"36","Are you ready?","Abraham Mateo"
"37","Renegades","X Ambassadors"
"38","Here for you","Kygo;Ella Henderson"
"39","Stitches","Shawn Mendes"
"40","Hundred miles","YALL;Gabriela Richardson"
