"","Song","Artist"
"1","Can't stop the feeling","Justin Timberlake"
"2","One dance","Drake;Kyla;WizKid"
"3","This one's for you","David Guetta;Zara Larsson"
"4","This is what you came for","Calvin Harris;Rihanna"
"5","Cómo te atreves","Morat"
"6","Baila conmigo","Juan Magán;Luciana"
"7","Ain't your mama","Jennifer López"
"8","I took a pill in Ibiza (Explicit version)","Mike Posner;SeeB"
"9","Duele el corazón","Enrique Iglesias;Wisin"
"10","Las ganas","Dani Martín"
"11","Work from home","Fifth Harmony;Ty Dolla $ign"
"12","Cake by the ocean","DNCE"
"13","Wherever I go","OneRepublic"
"14","No","Meghan Trainor"
"15","Send my love (To your new lover)","Adele"
"16","Me, myself & I","G-Eazy;Bebe Rexha"
"17","Cheap thrills","Sia;Sean Paul"
"18","In common","Alicia Keys"
"19","Treat you better","Shawn Mendes"
"20","Who's loving you","Auryn;Anastacia"
"21","Dark necessities","Red Hot Chili Peppers"
"22","Faded","Alan Walker;Iselin Solheim"
"23","Close","Nick Jonas;Tove Lo"
"24","Don't let me down","The Chainsmokers;Daya"
"25","We don't talk anymore","Charlie Puth;Selena Gomez"
"26","7 Years","Lukas Graham"
"27","Vuela corazón","Dasoul"
"28","Caos","Malú"
"29","Hymn for the weekend","Coldplay;Beyoncé"
"30","Mira como vuelo","Miss Caffeina"
"31","Pequeña","Efecto Pasillo;Juan Magán"
"32","Don't you need somebody","RedOne;Enrique Iglesias;R. City;Serayah;Shaggy"
"33","La tormenta","Sidecars"
"34","California dreamin'","Freischwimmer"
"35","Stressed out","Twenty One Pilots"
"36","This girl","Kungs;Cookin' On 3 Burners"
"37","Sofia","Álvaro Soler"
"38","No money","Galantis"
"39","Good lovin' 2.0","Sweet California"
"40","Raging","Kygo;Kodaline"
