"","Song","Artist"
"1","Till the world ends","Britney Spears"
"2","Give me everything","Pitbull;Afrojack;Nayer;Ne-Yo"
"3","Party rock anthem","LMFAO;GoonRock;Laurent Bennet"
"4","Gimme the base (DJ)","Carlos Jean;Mandy Santos"
"5","Bailando por ahí","Juan Magán"
"6","Where them girls at","David Guetta;Flo Rida;Nicki Minaj"
"7","The lazy song","Bruno Mars"
"8","Danza Kuduro","Don Omar;Lucenzo"
"9","Price tag","Jessie J;B.o.B"
"10","On the floor","Jennifer López;Pitbull"
"11","Don't wanna go home","Jason Derülo"
"12","Fácil","Maldita Nerea"
"13","I'm into you","Jennifer López;Lil Wayne"
"14","Mi lamento","Dani Martín"
"15","Dirty dancer","Enrique Iglesias;Lil Wayne;Nayer;Usher"
"16","Judas","Lady GaGa"
"17","Bumpy ride","Mohombi"
"18","La niña que llora en tus fiestas","La Oreja de Van Gogh"
"19","Stand","Lenny Kravitz"
"20","S&M","Rihanna"
"21","Soledad en mí","La Musicalité"
"22","Just can't get enough","The Black Eyed Peas"
"23","Best thing I never had","Beyoncé"
"24","Quién","Malú"
"25","Last friday night (T.G.I.F)","Katy Perry"
"26","Erase you","André Olà;Heléne"
"27","¿No podíamos ser agua?","Maldita Nerea"
"28","Hello","Martin Solveig;Dragonette"
"29","Get together","Marta Sánchez;Dmol"
"30","Sweat","Snoop Dogg;David Guetta"
"31","Every teardrop is a waterfall","Coldplay"
"32","Amor clandestino","Maná"
"33","Rolling in the deep","Adele"
"34","Como tú no hay 2","Beatriz Luengo;Yotuel Romero"
"35","All my people","Sasha Lopez;Andreea D;Broono"
"36","Rabiosa","Shakira;El Cata"
"37","Sun is up","Inna;Play & Win"
"38","Tip toeing","The Monomes"
"39","Canción de amor caducada","Melendi"
"40","Grenade","Bruno Mars"
