"","Song","Artist"
"1","Someone like you","Adele"
"2","Titanium","David Guetta;Sia"
"3","Got 2 luv u","Sean Paul;Alexis Jordan"
"4","Cometas por el cielo","La Oreja de Van Gogh"
"5","Good feeling","Flo Rida"
"6","We found love","Rihanna;Calvin Harris"
"7","I like how it feels","Enrique Iglesias;Pitbull;The WAV.s"
"8","Domino","Jessie J"
"9","Paradise","Coldplay"
"10","Marry you","Bruno Mars"
"11","No sigue modas","Juan Magán"
"12","Without you","David Guetta;Usher"
"13","Moves like Jagger","Maroon 5;Christina Aguilera"
"14","Stereo hearts","Gym Class Heroes;Adam Levine"
"15","¿No podíamos ser agua?","Maldita Nerea"
"16","Coconut tree","Mohombi;Nicole Scherzinger"
"17","I wanna go","Britney Spears"
"18","Hangover","Taio Cruz;Flo Rida"
"19","Antes de las seis","Shakira"
"20","Glad you came","The Wanted"
"21","La luna va y viene","El Pescao"
"22","La primavera","Estopa"
"23","Midnight","Mandy Santos;Carlos Jean"
"24","Get back (ASAP)","Alexandra Stan"
"25","Tu mirada","Amaia Montero"
"26","I'm into you","Jennifer López;Lil Wayne"
"27","Rain over me","Pitbull;Marc Anthony"
"28","Me gustas tanto","Paulina Rubio"
"29","Erase you","André Olà;Heléne"
"30","Dejarse la piel","Lagarto Amarillo"
"31","Rolling in the deep","Adele"
"32","Perdóname ángel","Melendi"
"33","When love","Chila Lynn"
"34","No hay más","Antonio Orozco"
"35","El verdadero amor perdona","Maná"
"36","Dreamkiller","The Monomes"
"37","Wepa","Gloria Estefan"
"38","Gimme the base (DJ)","Carlos Jean;Mandy Santos"
"39","Last friday night (T.G.I.F)","Katy Perry"
"40",NA,NA
