"","Song","Artist"
"1","Locked out of heaven","Bruno Mars"
"2","Mi marciana","Alejandro Sanz"
"3","One more night","Maroon 5"
"4","Tanto","Pablo Alborán"
"5","Girl on fire","Alicia Keys"
"6","Hall of fame","The Script;Will.I.Am"
"7","Die young","Ke$ha"
"8","We are never ever getting back together","Taylor Swift"
"9","Don't you worry child","Swedish House Mafia;John Martin"
"10","Little talks","Of Monsters and Men"
"11","Diamonds","Rihanna"
"12","La respuesta no es la huida","Maldita Nerea"
"13","Empanados","Estopa"
"14","Try","P!nk"
"15","Gangnam style","PSY"
"16","Culpable","Lagarto Amarillo"
"17","Scream & shout","Will.I.Am;Britney Spears"
"18","Just one last time","David Guetta;Taped Rai"
"19","Don't stop the party","Pitbull;TJR"
"20","This is love","Will.I.Am;Eva Simons"
"21","Set fire to the rain","Adele"
"22","No importa que llueva","Efecto Pasillo"
"23","Troublemaker","Olly Murs;Flo Rida"
"24","Candy","Robbie Williams"
"25","I cry","Flo Rida"
"26","Because we can","Bon Jovi"
"27","Lágrimas desordenadas","Melendi"
"28","Wide awake","Katy Perry"
"29","Feel so close","Calvin Harris"
"30","Don't give up my game","Auryn"
"31","Numb","Usher"
"32","Feel this moment","Pitbull;Christina Aguilera"
"33","Otra vez me has sacado a bailar","La Oreja de Van Gogh"
"34","Viven","Rasel;Jadel"
"35","Live while we're young","One Direction"
"36","Te voy a esperar","Juan Magán;Belinda"
"37","Finally found you","Enrique Iglesias;Sammy Adams"
"38","Brindo por ti","Macaco"
"39","Celebrating life","Xuso Jones"
"40","Call me maybe","Carly Rae Jepsen"
