"","Song","Artist"
"1","Puppeteer","Auryn"
"2","Rude","MAGIC!"
"3","Maps","Maroon 5"
"4","Prayer in C","Robin Schulz;Lilly Wood & The Prick;Robin Schulz"
"5","Shake it off","Taylor Swift"
"6","Chandelier","Sia"
"7","Wiggle","Jason Derülo;Snoop Dogg"
"8","Love runs out","OneRepublic"
"9","Noche y de día","Enrique Iglesias;Juan Magán;Yandel"
"10","All about that bass","Meghan Trainor"
"11","Mira dentro","Maldita Nerea"
"12","Lovers on the sun","David Guetta;Sam Martin"
"13","A sky full of stars","Coldplay"
"14","Blame","Calvin Harris;John Newman"
"15","Am I wrong","Nico & Vinz"
"16","Superheroes","The Script"
"17","Deshazte de mi","Malú"
"18","Waves","Mr. Probz;Robin Schulz"
"19","Por fin","Pablo Alborán"
"20","Problem","Ariana Grande;Iggy Azalea"
"21","Stolen dance","Milky Chance"
"22","Stay with me","Sam Smith"
"23","Ghost","Ella Henderson"
"24","Tocado y hundido","Melendi"
"25","Bang bang","Jessie J;Ariana Grande;Nicki Minaj"
"26","Million miles","Kylie Minogue"
"27","Fireball","Pitbull;John Ryan"
"28","Mi teatro","Dani Martín"
"29","Culpable","David Bisbal"
"30","Bad girl","Lucy Paradise"
"31","She moves (Far away)","Alle Farben;Graham Candy"
"32","Break free","Ariana Grande;Zedd"
"33","Entre la espada y la pared","Fito & Fitipaldis"
"34","Don't","Ed Sheeran"
"35","Light me up (U.S. version)","Birdy"
"36","Liar liar","Cris Cab"
"37","Comprende (It's over)","Sweet California"
"38","Take me home","Midnight Red"
"39","Wasting your time","Carlos Jean"
"40","Boom clap","Charli XCX"
