"","Song","Artist"
"1","Lean on","Major Lazer;DJ Snake;MØ"
"2","See you again","Wiz Khalifa;Charlie Puth"
"3","Are you with me","Lost Frequencies"
"4","Want to want me","Jason Derülo"
"5","Él no te da","Dasoul"
"6","Cheerleader","OMI;Felix Jaehn"
"7","El perdón","Nicky Jam;Enrique Iglesias"
"8","Firestone","Kygo;Conrad"
"9","King","Years & Years"
"10","Bills","LunchMoney Lewis"
"11","Hold my hand","Jess Glynne"
"12","I really like you","Carly Rae Jepsen"
"13","Cuando me siento bien","Efecto Pasillo"
"14","G.D.F.R. (Going down for real)","Flo Rida;LooKas;Sage The Gemini"
"15","Heroes","Måns Zelmerlöw"
"16","Style","Taylor Swift"
"17","Mi nuevo vicio","Paulina Rubio;Morat"
"18","I'm an Albatraoz","AronChupa"
"19","Sugar","Maroon 5"
"20","Hey babe!","Calum"
"21","Earned it","The Weeknd"
"22","Five more hours","Chris Brown;Deorro"
"23","Come together","Echosmith"
"24","Un zombie a la intemperie","Alejandro Sanz"
"25","Kill me (And make it quick)","Amelie"
"26","Mi verdad","Maná;Shakira"
"27","La promesa","Melendi"
"28","Hoy será","Antonio Orozco"
"29","Lifetime","Alexander Som;Carlos Jean"
"30","Like I can","Sam Smith"
"31","Volar","Macaco"
"32","Love me like you do","Ellie Goulding"
"33","Won't stop","Electric Nana"
"34","Hold back the river","James Bay"
"35","Good to be bad (Miedo a querer)","Paula Rojo"
"36","Fourfiveseconds","Rihanna;Kanye West;Paul McCartney"
"37","Walk","Kwabs"
"38","Eio","Lucy Paradise"
"39","Somos","Xuso Jones"
"40","Underdogs","Benjamin"
