"","Song","Artist"
"1","Cometas por el cielo","La Oreja de Van Gogh"
"2","Someone like you","Adele"
"3","Stereo hearts","Gym Class Heroes;Adam Levine"
"4","Ai se eu te pego","Michel Teló"
"5","Got 2 luv u","Sean Paul;Alexis Jordan"
"6","Good feeling","Flo Rida"
"7","We found love","Rihanna;Calvin Harris"
"8","Titanium","David Guetta;Sia"
"9","The one that got away","Katy Perry"
"10","Hangover","Taio Cruz;Flo Rida"
"11","Without you","David Guetta;Usher"
"12","No sigue modas","Juan Magán"
"13","Criminal","Britney Spears"
"14","Domino","Jessie J"
"15","Midnight","Mandy Santos;Carlos Jean"
"16","Dejarse la piel","Lagarto Amarillo"
"17","Paradise","Coldplay"
"18","Give me all your luvin'","Madonna;M.I.A.;Nicki Minaj"
"19","The A Team","Ed Sheeran"
"20","International love","Pitbull;Chris Brown"
"21","Marry you","Bruno Mars"
"22","Moves like Jagger","Maroon 5;Christina Aguilera"
"23","Tu mirada","Amaia Montero"
"24","Sexy and I know it","LMFAO"
"25","¿No podíamos ser agua?","Maldita Nerea"
"26","Levels","Avicii;Etta James"
"27","Los días contados","Despistaos"
"28","Marry the night","Lady GaGa"
"29","No hay más","Antonio Orozco"
"30","Breathing","Jason Derülo"
"31","When love","Chila Lynn"
"32","Me quedaré","Estopa"
"33","BlackStar","Carlos Jean;Antonio Ferrara;Electric Nana;Macadamia;StelioN;Tolo Servera"
"34","Rolling in the deep","Adele"
"35","El verdadero amor perdona","Maná"
"36","Polvo de estrellas","Calle París"
"37","I like how it feels","Enrique Iglesias;Pitbull;The WAV.s"
"38","La luna va y viene","El Pescao"
"39","Glad you came","The Wanted"
"40","La primavera","Estopa"
