"","Song","Artist"
"1","I'm an Albatraoz","AronChupa"
"2","Cheerleader","OMI;Felix Jaehn"
"3","Love me like you do","Ellie Goulding"
"4","Fourfiveseconds","Rihanna;Kanye West;Paul McCartney"
"5","Sugar","Maroon 5"
"6","Mi nuevo vicio","Paulina Rubio;Morat"
"7","Un zombie a la intemperie","Alejandro Sanz"
"8","Earned it","The Weeknd"
"9","Elastic heart","Sia"
"10","G.D.F.R. (Going down for real)","Flo Rida;LooKas;Sage The Gemini"
"11","The nights","Avicii"
"12","Hold back the river","James Bay"
"13","La promesa","Melendi"
"14","El perdón","Nicky Jam;Enrique Iglesias"
"15","Firestone","Kygo;Conrad"
"16","I'm not the only one","Sam Smith"
"17","Thinking out loud","Ed Sheeran"
"18","Bills","LunchMoney Lewis"
"19","Outside","Calvin Harris;Ellie Goulding"
"20","What I did for love","David Guetta;Emeli Sandé"
"21","Take me to church","Hozier"
"22","Hey babe!","Calum"
"23","King","Years & Years"
"24","Underdogs","Benjamin"
"25","Hijos de un mismo Dios","Macaco"
"26","Lean on","Major Lazer;DJ Snake;MØ"
"27","Indigo","Sweet California"
"28","Love me harder","Ariana Grande;The Weeknd"
"29","Muévelo","Sofía Reyes;Wisin"
"30","Are you with me","Lost Frequencies"
"31","Eio","Lucy Paradise"
"32","Pasos de cero","Pablo Alborán"
"33","Want to want me","Jason Derülo"
"34","Uptown funk","Mark Ronson;Bruno Mars"
"35","Mi verdad","Maná;Shakira"
"36","Enamorate","Dvicio"
"37","Somos","Xuso Jones"
"38","Style","Taylor Swift"
"39","Lips are movin","Meghan Trainor"
"40","Lo que sobra de mí","Fito & Fitipaldis"
