"","Song","Artist"
"1","Say my name","Bebe Rexha;David Guetta;J Balvin"
"2","Mujer bruja","Lola Índigo;Mala Rodríguez"
"3","Sweet but psycho","Ava Max"
"4","Love someone","Lukas Graham"
"5","Lo siento","Beret"
"6","Nothing breaks like a heart","Mark Ronson;Miley Cyrus"
"7","No te preocupes por mí","Leiva"
"8","Bajito","Ana Guerra"
"9","High hopes","Panic! at the Disco"
"10","Vas a quedarte","Aitana"
"11","Inventas","Vanesa Martín"
"12","Angels","Tom Walker"
"13","Déjame ser","Manuel Carrasco"
"14","Shotgun","George Ezra"
"15","5 sentidos","Dvicio;Taburete"
"16","Giant","Calvin Harris;Rag'n'Bone Man"
"17","Back in the city","Alejandro Sanz;Nicky Jam"
"18","Close to me","Diplo;Ellie Goulding;Swae Lee"
"19","Kiss and make up","Dua Lipa;Black Pink"
"20","7 rings","Ariana Grande"
"21","Speechless","Robin Schulz;Erika Sirola"
"22","No volveré (A seguir tus pasos)","Blas Cantó"
"23","Loca","Álvaro Soler"
"24","No te enamores","Efecto Pasillo"
"25","Tu refugio (Nueva versión)","Pablo Alborán"
"26","I wish you were here","HRVY"
"27","Besos a la lona","Melendi"
"28","Be alright","Dean Lewis"
"29","Taki taki","DJ Snake;Cardi B;Ozuna;Selena Gomez"
"30","Bailo la pena","Macaco"
"31","Walk me home","P!nk"
"32","Perdón","David Bisbal;Greeicy"
"33","Sucker","Jonas Brothers"
"34","In my mind","Dynoro;Gigi D'Agostino"
"35","Guay","Sweet California"
"36","Let you love me","Rita Ora"
"37","Swing","Danny Ocean"
"38","Without me","Halsey"
"39","Promises","Calvin Harris;Sam Smith"
"40","Cuando nadie ve","Morat"
