"","Song","Artist"
"1","Cheerleader","OMI;Felix Jaehn"
"2","El perdón","Nicky Jam;Enrique Iglesias"
"3","See you again","Wiz Khalifa;Charlie Puth"
"4","Mi nuevo vicio","Paulina Rubio;Morat"
"5","G.D.F.R. (Going down for real)","Flo Rida;LooKas;Sage The Gemini"
"6","Firestone","Kygo;Conrad"
"7","Lean on","Major Lazer;DJ Snake;MØ"
"8","I'm an Albatraoz","AronChupa"
"9","Sugar","Maroon 5"
"10","Are you with me","Lost Frequencies"
"11","Bills","LunchMoney Lewis"
"12","Un zombie a la intemperie","Alejandro Sanz"
"13","Want to want me","Jason Derülo"
"14","Earned it","The Weeknd"
"15","King","Years & Years"
"16","Love me like you do","Ellie Goulding"
"17","Él no te da","Dasoul"
"18","Fourfiveseconds","Rihanna;Kanye West;Paul McCartney"
"19","Hey babe!","Calum"
"20","Hold back the river","James Bay"
"21","La promesa","Melendi"
"22","Style","Taylor Swift"
"23","Underdogs","Benjamin"
"24","Elastic heart","Sia"
"25","Hold my hand","Jess Glynne"
"26","What I did for love","David Guetta;Emeli Sandé"
"27","Cuando me siento bien","Efecto Pasillo"
"28","Mi verdad","Maná;Shakira"
"29","Thinking out loud","Ed Sheeran"
"30","Come together","Echosmith"
"31","I'm not the only one","Sam Smith"
"32","The nights","Avicii"
"33","Eio","Lucy Paradise"
"34","Kill me (And make it quick)","Amelie"
"35","Lifetime","Alexander Som;Carlos Jean"
"36","Somos","Xuso Jones"
"37","Volar","Macaco"
"38","Our kingdom","Abel Ramos;José de Mara"
"39","Take me to church","Hozier"
"40","Muévelo","Sofía Reyes;Wisin"
