"","Song","Artist"
"1","Teléfono","Aitana"
"2","Ni la hora","Ana Guerra;Juan Magán"
"3","Girls like you","Maroon 5;Cardi B"
"4","Déjala que baile","Melendi;Alejandro Sanz;Arkano"
"5","Fuego","Eleni Foureira"
"6","Cuando nadie ve","Morat"
"7","One kiss","Calvin Harris;Dua Lipa"
"8","Él no soy yo","Blas Cantó"
"9","Qué tienes tú","Dvicio;Mau y Ricky;Reik"
"10","La llave","Pablo Alborán;Piso 21"
"11","Leave a light on","Tom Walker"
"12","2002","Anne-Marie"
"13","La cintura","Álvaro Soler"
"14","No es justo","J Balvin;Zion & Lennox"
"15","Flames","David Guetta;Sia"
"16","Promises","Calvin Harris;Sam Smith"
"17","Ya no quiero ná","Lola Índigo"
"18","Te esperaré toda la vida","Dani Fernández"
"19","Kiss and make up","Dua Lipa;Black Pink"
"20","Lo siento","Beret"
"21","Shotgun","George Ezra"
"22","Gira",NA
"23","Loca","Sweet California"
"24","Contradicción","Malú"
"25","Happier","marshmello;Bastille"
"26","Amasijo de huesos","Sidecars"
"27","Don't leave me alone","David Guetta;Anne-Marie"
"28","Solo","Clean Bandit;Demi Lovato"
"29","Usted","Juan Magán;Mala Rodríguez"
"30","I'm a mess","Bebe Rexha"
"31","Rise","Jonas Blue;Jack & Jack"
"32","Belerofón","Taburete"
"33","In my mind","Dynoro;Gigi D'Agostino"
"34","Happier","Ed Sheeran"
"35","Beautiful","Bazzi;Camila Cabello"
"36","1, 2, 3","Sofía Reyes;De la Ghetto;Jason Derülo"
"37","Back to you","Selena Gomez"
"38","Mad love","Sean Paul;Becky G;David Guetta"
"39","Clandestino","Maluma;Shakira"
"40","Lo malo","Aitana;Ana Guerra"
