"","Song","Artist"
"1","Only girl (In the world)","Rihanna"
"2","Cry cry","Oceana"
"3","El secreto de las tortugas","Maldita Nerea"
"4","Love the way you lie","Eminem;Rihanna"
"5","Loca","Shakira;El Cata"
"6","Barbie de extrarradio","Melendi"
"7","Dynamite","Taio Cruz"
"8","Just the way you are","Bruno Mars"
"9","Castillo de arena","El Pescao;Ana Cañas"
"10","Club can't handle me","Flo Rida;David Guetta"
"11","Alejandro","Lady GaGa"
"12","Teenage dream","Katy Perry"
"13","Get outta my way","Kylie Minogue"
"14","Con la mano levantá","Macaco;Estopa"
"15","16 añitos","Dani Martín"
"16","Dj got us fallin' in love","Usher"
"17","No te invite a dormir","Nena Daconte"
"18","Take it off","Ke$ha"
"19","Cama vacía","Pignoise"
"20","Y no regresas","Juanes"
"21","What do you got?","Bon Jovi"
"22","Lola soledad","Alejandro Sanz"
"23","Stay the night","James Blunt"
"24","The flood","Take That"
"25","Cooler than me","Mike Posner"
"26","Need you now","Lady Antebellum"
"27","Otra oportunidad","Preciados"
"28","Well well well","Duffy"
"29","I'm a number","Robert Ramírez"
"30","I like it","Enrique Iglesias"
"31","Déjà vu","Inna;Bob Taylor;Play & Win"
"32","Billionaire","Travie McCoy;Bruno Mars"
"33","Memories","David Guetta;Kid Cudi"
"34","Replay","Iyaz"
"35","Hey, soul sister","Train"
"36","This is my life","Edward Maya;Vika Jigulina"
"37","In my head","Jason Derülo"
"38","Fuck you","Cee Lo Green"
"39","Live your dreams","Soraya;Antoine Clamaran"
"40","We no speak americano",NA
