"","Song","Artist"
"1","These days","Rudimental;Dan Caplen;Jess Glynne;Macklemore"
"2","La cintura","Álvaro Soler"
"3","One kiss","Calvin Harris;Dua Lipa"
"4","Friends","Anne-Marie;marshmello"
"5","Mad love","Sean Paul;Becky G;David Guetta"
"6","Lo malo","Aitana Ocaña;Ana Guerra"
"7","1, 2, 3","Sofía Reyes;De la Ghetto;Jason Derülo"
"8","A partir de hoy","David Bisbal;Sebastián Yatra"
"9","Flames","David Guetta;Sia"
"10","Familiar","J Balvin;Liam Payne"
"11","Never be the same","Camila Cabello"
"12","El préstamo","Maluma"
"13","Dieciocho","Dani Martín"
"14","Leave a light on","Tom Walker"
"15","Better now","Post Malone"
"16","The middle","Maren Morris;Zedd;Grey"
"17","No tears left to cry","Ariana Grande"
"18","Spinning over you","REYKO"
"19","Back to you","Selena Gomez"
"20","Solo","Clean Bandit;Demi Lovato"
"21","Idgaf","Dua Lipa"
"22","La llave","Pablo Alborán;Piso 21"
"23","In my blood","Shawn Mendes"
"24","Él no soy yo","Blas Cantó"
"25","X","J Balvin;Nicky Jam"
"26","El arrepentido","Melendi;Carlos Vives"
"27","Belerofón","Taburete"
"28","All falls down","Alan Walker;Digital Farm Animals;Noah Cyrus"
"29","Gira",NA
"30","Ya es hora",NA
"31","Meant to be","Bebe Rexha;Florida Georgia Line"
"32","Déjala que baile","Melendi;Alejandro Sanz;Arkano"
"33","Perfect duet","Ed Sheeran;Beyoncé"
"34","Te esperaré toda la vida","Dani Fernández"
"35","Hey hey","Maico"
"36","Superhéroes","Bombai"
"37","Prometo","Pablo Alborán"
"38","Wolves","Selena Gomez;marshmello"
"39","Échame la culpa","Luis Fonsi;Demi Lovato"
"40","For you","Liam Payne;Rita Ora"
