"","Song","Artist"
"1","Dance monkey","Tones and I"
"2","Only human","Jonas Brothers"
"3","Indeciso","J Balvin;Lalo Ebratt;Reik"
"4","Tabú","Ava Max;Pablo Alborán"
"5","Don't start now","Dua Lipa"
"6","Beautiful people","Ed Sheeran;Khalid"
"7","Memories","Maroon 5"
"8","Me quedo",NA
"9","Yo x ti tú x mí","Ozuna;Rosalía"
"10","Si por mí fuera","Beret"
"11","So am I","Ava Max"
"12","How do you sleep?","Sam Smith"
"13","Liar","Camila Cabello"
"14","La mentira","Dani Martín"
"15","Superpoderes","Leiva"
"16","Qué bonito es querer","Manuel Carrasco"
"17","Atrévete","Nicky Jam;Sech"
"18","Orphans","Coldplay"
"19","You need to calm down","Taylor Swift"
"20","Dosis","ChocQuibTown;Dvicio;Reik"
"21","Ritmo (Bad boys for life)","J Balvin;The Black Eyed Peas"
"22","Circles","Post Malone"
"23","Old town road","Lil Nas X;Billy Ray Cyrus"
"24","Atrapado","Estopa"
"25","Runaway","Daddy Yankee;Natti Natasha;Sebastián Yatra;Jonas Brothers"
"26","Tutu","Camilo;Pedro Capó"
"27","Mala santa","Becky G"
"28","Indios y vaqueros","Sinsinati"
"29","A dónde vamos","Morat"
"30","Piece of your heart","MEDUZA;Goodboys"
"31","Nuestro tiempo","Amaral"
"32","Lie","Lukas Graham"
"33","Caída libre","Vanesa Martín"
"34","Mother","Charlie Puth"
"35","Someone you loved","Lewis Capaldi;Madism"
"36","Si te vas","Blas Cantó"
"37","Mama no","Pablo López"
"38","Señorita","Camila Cabello;Shawn Mendes"
"39","Soldadito de hierro","Nil Moliner;Dani Fernández"
"40","China","Anuel AA;Daddy Yankee;J Balvin;Karol G;Ozuna"
