"","Song","Artist"
"1","Wings","Birdy"
"2","Happy","Pharrell Williams"
"3","Dark horse","Katy Perry;Juicy J"
"4","Changes","FAUL;Wad Ad;Pnau"
"5","Terriblemente cruel","Leiva"
"6","Demons","Imagine Dragons"
"7","Trumpets","Jason Derülo"
"8","In your eyes","Inna;Yandel"
"9","I'm a freak","Enrique Iglesias;Pitbull"
"10","Can't remember to forget you","Shakira;Rihanna"
"11","Diez mil maneras","David Bisbal"
"12","Rather be","Clean Bandit;Jess Glynne"
"13","Into the blue","Kylie Minogue"
"14","Emocional","Dani Martín"
"15","Can we dance","The Vamps"
"16","Hey brother","Avicii;Dan Tyminski"
"17","Shot me down","David Guetta;Skylar Grey"
"18","Mil pedazos","Juanes"
"19","If I lose myself","OneRepublic;Alesso"
"20","She looks so perfect","5SOS"
"21","All of me","John Legend"
"22","Temblando","Antonio Orozco"
"23","Money on my mind","Sam Smith"
"24","Al norte","Mr. Kilombo"
"25","Air balloon","Lily Allen"
"26","Team","Lorde"
"27","Sha la la","María Sagana"
"28","Too many girls","Wayne Beckford"
"29","Dare (La la la)","Shakira"
"30","Neon lovers","Soraya"
"31","Everybody dance","Dreamland"
"32","One woman army","Porcelain Black"
"33","This is the life","Sweet California"
"34","Megaphone","Xuso Jones"
"35","Buena energía","Maldita Nerea"
"36","Jealous (I ain't with it)","Chromeo"
"37","Young girls","Bruno Mars"
"38","Am I wrong","Nico & Vinz"
"39","Show das poderosas","Anitta"
"40","Human","Christina Perri"
