"","Song","Artist"
"1","Chandelier","Sia"
"2","All about that bass","Meghan Trainor"
"3","Blame","Calvin Harris;John Newman"
"4","Dangerous","David Guetta;Sam Martin"
"5","Shake it off","Taylor Swift"
"6","Noche y de día","Enrique Iglesias;Juan Magán;Yandel"
"7","Break free","Ariana Grande;Zedd"
"8","Por fin","Pablo Alborán"
"9","Steal my girl","One Direction"
"10","Bang bang","Jessie J;Ariana Grande;Nicki Minaj"
"11","Tocado y hundido","Melendi"
"12","Fireball","Pitbull;John Ryan"
"13","Entre la espada y la pared","Fito & Fitipaldis"
"14","Liar liar","Cris Cab"
"15","The days","Avicii"
"16","Don't","Ed Sheeran"
"17","Boom clap","Charli XCX"
"18","Shower","Becky G"
"19","Habits (Stay high)","Tove Lo;Hippie Sabotage"
"20","Stay with me","Sam Smith"
"21","On our way","The Royal Concept"
"22","Marry me","Jason Derülo"
"23","Prayer in C","Robin Schulz;Lilly Wood & The Prick;Robin Schulz"
"24","Bad girl","Lucy Paradise"
"25","Geronimo","Sheppard"
"26","Rude","MAGIC!"
"27","Changing","Sigma;Paloma Faith"
"28","The miracle (of Joey Ramone)","U2"
"29","Comprende (It's over)","Sweet California"
"30","Good time","Inna;Pitbull"
"31","Justo ahora","Dvicio"
"32","Wrapped up","Olly Murs;Travie McCoy"
"33","People help the people","Birdy"
"34","Aire","Antonio Orozco"
"35","Desaparecer","Malú"
"36","Cool kids","Echosmith"
"37","Sí pero no","David Bisbal"
"38","Oh Cecilia (Breaking my heart)","The Vamps;Shawn Mendes"
"39","Maverick","Albert Neve;Les Castizos;Robbie Wulfsohn"
"40","Mira dentro","Maldita Nerea"
