"","Song","Artist"
"1","El secreto de las tortugas","Maldita Nerea"
"2","Alejandro","Lady GaGa"
"3","Cry cry","Oceana"
"4","Club can't handle me","Flo Rida;David Guetta"
"5","Love the way you lie","Eminem;Rihanna"
"6","Castillo de arena","El Pescao;Ana Cañas"
"7","We no speak americano",NA
"8","16 añitos","Dani Martín"
"9","Waka waka (Esto es África)","Shakira;Freshlyground"
"10","Nuestro amor será leyenda","Alejandro Sanz"
"11","All the lovers","Kylie Minogue"
"12","I like it","Enrique Iglesias"
"13","Need you now","Lady Antebellum"
"14","Break your heart","Taio Cruz"
"15","Barbie de extrarradio","Melendi"
"16","Sick of love","Robert Ramírez"
"17","Dj got us fallin' in love","Usher"
"18","California gurls","Katy Perry"
"19","Replay","Iyaz"
"20","Sonrisa","Ana Torroja"
"21","Only girl (In the world)","Rihanna"
"22","Dynamite","Taio Cruz"
"23","Déjà vu","Inna;Bob Taylor;Play & Win"
"24","Otra oportunidad","Preciados"
"25","What do you got?","Bon Jovi"
"26","Dannayá","Dover"
"27","Crossfire","Brandon Flowers"
"28","Cama vacía","Pignoise"
"29","Teenage dream","Katy Perry"
"30","Hey, soul sister","Train"
"31","Get outta my way","Kylie Minogue"
"32","Perdido en la calle","Taxi"
"33","Take it off","Ke$ha"
"34","In my head","Jason Derülo"
"35","Bipolar","POL 3.14"
"36","Live your dreams","Soraya;Antoine Clamaran"
"37","Stereo love","Edward Maya;Molella"
"38","Memories","David Guetta;Kid Cudi"
"39","Gracias","Despistaos"
"40","Nothin' on you","B.o.B;Bruno Mars"
