"","Song","Artist"
"1","Rockabye","Clean Bandit;Anne-Marie;Sean Paul"
"2","Human","Rag'n'Bone Man"
"3","Chantaje","Shakira;Maluma"
"4","Shape of you","Ed Sheeran"
"5","Don't wanna know","Maroon 5;Kendrick Lamar"
"6","Starboy","The Weeknd;Daft Punk"
"7","24k magic","Bruno Mars"
"8","Castle on the hill","Ed Sheeran"
"9","Don't you know","Kungs;Jamie N Commons"
"10","Safari","J Balvin;BIA;Pharrell Williams;Sky Rompiendo"
"11","Not easy","Alex da Kid;Elle King;Wiz Khalifa;X Ambassadors"
"12","Just hold on","Louis Tomlinson;Steve Aoki"
"13","Sexual",NA
"14","Good life","Sweet California"
"15","I don't wanna live forever","Zayn Malik;Taylor Swift"
"16","Shed a light","David Guetta;Robin Schulz;Cheat Codes"
"17","Lost on you","LP"
"18","La lluvia en los zapatos","Leiva"
"19","The greatest","Sia;Kendrick Lamar"
"20","Hey baby","Diplo;Dimitri Vegas & Like Mike;Deb's Daughter"
"21","By your side","Jonas Blue;Raye"
"22","Shout out to my ex","Little Mix"
"23","Reggaetón lento (Bailemos)","CNCO"
"24","Cuando no me ves","Love of Lesbian"
"25","Antes que no","David Bisbal"
"26","Love my life","Robbie Williams"
"27","Yo quiero vivir","Manuel Carrasco"
"28","Ácido","Miss Caffeina"
"29","On hold","The xx"
"30","Dama y vagabundo","Bromas Aparte;Ana Mena"
"31","I got you","Bebe Rexha"
"32","París","Dani Martín"
"33","True disaster","Tove Lo"
"34","Blow your mind (Mwah)","Dua Lipa"
"35","Espectacular","Fangoria"
"36","Let me love you","DJ Snake;Justin Bieber"
"37","You're not there","Lukas Graham"
"38","Do it for your lover","Manel Navarro"
"39","Heathens","Twenty One Pilots"
"40","Closer","The Chainsmokers;Halsey"
