"","Song","Artist"
"1","I'm yours","Jason Mraz"
"2","Colgando en tus manos","Carlos Baute;Marta Sánchez"
"3","Moving","Macaco"
"4","Hot n cold","Katy Perry"
"5","Estoy enfermo","Pignoise;Melendi"
"6","Poker face","Lady GaGa"
"7","When the sun comes down","R.I.O."
"8","The boy does nothing","Alesha Dixon"
"9","Infinity 2008","Guru Josh Project;Klaas"
"10","4 segundos","Amaia Montero"
"11","Halo","Beyoncé"
"12","Si no estás","El Sueño de Morfeo"
"13","Por quererte","Efecto Mariposa"
"14","Paranoid","Jonas Brothers"
"15","Piratas del bar Caribe","Melendi"
"16","La suerte de mi vida","El Canto del Loco"
"17","Me fuí","Bebe"
"18","Loba","Shakira"
"19","I gotta feeling","The Black Eyed Peas"
"20","Que te quería","La Quinta Estación"
"21","Summercat","Billie The Vision & the Dancers"
"22","This is the life","Amy MacDonald"
"23","When love takes over","David Guetta;Kelly Rowland"
"24","Solo quiero bailar","Zenttric"
"25","Manos al aire","Nelly Furtado"
"26","Pick me up","Emilia de Poret"
"27","Tú sólo tú","Calle París"
"28","Human","The Killers"
"29","Causa y efecto","Paulina Rubio"
"30","Viva la vida","Coldplay"
"31","El aleph","Nena Daconte"
"32","Violento amor","Pereza"
"33","Broken strings","James Morrison;Nelly Furtado"
"34","Magnificent","U2"
"35","La mejor noche de mi vida","Wagon Folk"
"36","Perdóname","Amaral"
"37","Acto III (Horseshoes and handgrenades) - 21 guns","Green Day"
"38","Europa VII","La Oreja de Van Gogh"
"39","Your mind is on the run","The Monomes"
"40","Womanizer","Britney Spears"
