"","Song","Artist"
"1","Yo te esperaré","Cali & El Dandee"
"2","The one that got away","Katy Perry"
"3","Someone like you","Adele"
"4","Te he echado de menos","Pablo Alborán"
"5","International love","Pitbull"
"6","She doesn't mind","Sean Paul"
"7","Sexy and I know it","LMFAO"
"8","Dejarse la piel","Lagarto Amarillo"
"9","Stronger (What doesn't kill you)","Kelly Clarkson"
"10","Stereo hearts","Gym Class Heroes"
"11","Domino","Jessie J"
"12","Levels","Avicii"
"13","Breathing","Jason Derülo"
"14","Hangover","Taio Cruz"
"15","Titanium","David Guetta"
"16","Criminal","Britney Spears"
"17","Me quedaré","Estopa"
"18","Give me all your luvin'","Madonna"
"19","Cometas por el cielo","La Oreja de Van Gogh"
"20","Wild ones","Flo Rida"
"21","The A Team","Ed Sheeran"
"22","Love is the only way","Macaco"
"23","Next to me","Emeli Sandé"
"24","Boys will be boys","Paulina Rubio"
"25","Los días contados","Despistaos"
"26","Paradise","Coldplay"
"27","Papi","Jennifer López"
"28","Twilight","Cover Drive"
"29","Rara","Georgina"
"30","We found love","Rihanna"
"31","La señal","Juanes"
"32","Buy the Dj a round","Xuso Jones"
"33","1.000.000","Alexandra Stan"
"34","No sigue modas","Juan Magán"
"35","Tengo tu love","Sie7e"
"36","Llueve","Melendi"
"37","Mama luba","Serebro"
"38","Good feeling","Flo Rida"
"39","Without you","David Guetta"
"40","BlackStar","Carlos Jean"
