"","Song","Artist"
"1","Ni la hora","Ana Guerra;Juan Magán"
"2","Déjala que baile","Melendi;Alejandro Sanz;Arkano"
"3","Fuego","Eleni Foureira"
"4","Teléfono","Aitana"
"5","One kiss","Calvin Harris;Dua Lipa"
"6","Girls like you","Maroon 5;Cardi B"
"7","La llave","Pablo Alborán;Piso 21"
"8","Leave a light on","Tom Walker"
"9","Cuando nadie ve","Morat"
"10","La cintura","Álvaro Soler"
"11","Qué tienes tú","Dvicio;Mau y Ricky;Reik"
"12","Solo","Clean Bandit;Demi Lovato"
"13","Gira",NA
"14","Te esperaré toda la vida","Dani Fernández"
"15","Flames","David Guetta;Sia"
"16","Contradicción","Malú"
"17","No es justo","J Balvin;Zion & Lennox"
"18","Él no soy yo","Blas Cantó"
"19","2002","Anne-Marie"
"20","Rise","Jonas Blue;Jack & Jack"
"21","Usted","Juan Magán;Mala Rodríguez"
"22","Shotgun","George Ezra"
"23","Promises","Calvin Harris;Sam Smith"
"24","In my mind","Dynoro;Gigi D'Agostino"
"25","1, 2, 3","Sofía Reyes;De la Ghetto;Jason Derülo"
"26","Loca","Sweet California"
"27","Clandestino","Maluma;Shakira"
"28","Amasijo de huesos","Sidecars"
"29","Ya no quiero ná","Lola Índigo"
"30","Lo siento","Beret"
"31","Happier","marshmello;Bastille"
"32","A partir de hoy","David Bisbal;Sebastián Yatra"
"33","Happier","Ed Sheeran"
"34","Back to you","Selena Gomez"
"35","I'm a mess","Bebe Rexha"
"36","Belerofón","Taburete"
"37","Mad love","Sean Paul;Becky G;David Guetta"
"38","Lo malo","Aitana;Ana Guerra"
"39","Friends","Anne-Marie;marshmello"
"40","These days","Rudimental;Dan Caplen;Jess Glynne;Macklemore"
