"","Song","Artist"
"1","Trumpets","Jason Derülo"
"2","Changes","FAUL;Wad Ad;Pnau"
"3","Bailando (English version)","Enrique Iglesias;Descemer Bueno;Gente de Zona;Sean Paul"
"4","Dark horse","Katy Perry;Juicy J"
"5","Happy","Pharrell Williams"
"6","If I lose myself","OneRepublic;Alesso"
"7","Dare (La la la)","Shakira"
"8","Demons","Imagine Dragons"
"9","Into the blue","Kylie Minogue"
"10","All of me","John Legend"
"11","Wings","Birdy"
"12","We are one (Ole ola)","Pitbull;Claudia Leitte;Jennifer López"
"13","Rather be","Clean Bandit;Jess Glynne"
"14","Team","Lorde"
"15","She looks so perfect","5SOS"
"16","Shot me down","David Guetta;Skylar Grey"
"17","Air balloon","Lily Allen"
"18","One woman army","Porcelain Black"
"19","Can we dance","The Vamps"
"20","Human","Christina Perri"
"21","Emocional","Dani Martín"
"22","Buena energía","Maldita Nerea"
"23","This is the life","Sweet California"
"24","Mil pedazos","Juanes"
"25","A sky full of stars","Coldplay"
"26","Jealous (I ain't with it)","Chromeo"
"27","Too many girls","Wayne Beckford"
"28","Al norte","Mr. Kilombo"
"29","Sing","Ed Sheeran"
"30","Love never felt so good","Michael Jackson;Justin Timberlake"
"31","No amanece","David Bisbal"
"32","First love","Jennifer López"
"33","Am I wrong","Nico & Vinz"
"34","Temblando","Antonio Orozco"
"35","Cola song","Inna;J Balvin"
"36","You & I","One Direction"
"37","Mirada perdida","Leiva"
"38","Sha la la","María Sagana"
"39","Megaphone","Xuso Jones"
"40","Neon lovers","Soraya"
