"","Song","Artist"
"1","No one","Alicia Keys"
"2","Me enamora","Juanes"
"3","Sueños rotos","La Quinta Estación"
"4","Ojala pudiera borrarte","Maná"
"5","Monsoon","Tokio Hotel"
"6","Déjame vivir","Jarabe de Palo;LaMari"
"7","Todo irá bien","Chenoa"
"8","1973","James Blunt"
"9","Into the night",NA
"10","Umbrella","Rihanna"
"11","Relax, take it easy","Mika"
"12","Papeles mojados","Chambao"
"13","Nada que perder","Conchita"
"14","Soldier","Dover"
"15","Cuando me vaya","Melocos;Natalia Jiménez"
"16","Como la vida","Hanna"
"17","Estrella polar","Pereza;Juan Aguirre"
"18","Over my head (Cable car)","The Fray"
"19","Demasiado tarde","El Sueño de Morfeo"
"20","Hot summer night (Oh la la la)","David Tavaré;2 Eivissa"
"21","All good things (Come to an end)","Nelly Furtado"
"22","In my arms","Kylie Minogue"
"23","Sigo llorando por ti","Pignoise"
"24","Como un lobo","Miguel Bosé;Bimba Bosé"
"25","Won't go home without you","Maroon 5"
"26","Taking chances","Celine Dion"
"27","Don't stop the music","Rihanna"
"28","La cuestión","Antonio Orozco"
"29","Soulmate","Natasha Bedingfield"
"30","Cal y arena","Merche"
"31","Cada dos minutos","Despistaos"
"32","Say it right","Nelly Furtado"
"33","Para ti sería","Nek;El Sueño de Morfeo"
"34","Si tú quisieras","Efecto Mariposa"
"35","Fuego en el fuego","Eros Ramazzotti;Santana"
"36","Bleeding love","Leona Lewis"
"37","How to save a life","The Fray"
"38","When you're gone","Avril Lavigne"
"39","(You want to) Make a memory","Bon Jovi"
"40","Shame on you","Andrea Corr"
