"","Song","Artist"
"1","Good feeling","Flo Rida"
"2","Someone like you","Adele"
"3","Ai se eu te pego","Michel Teló"
"4","Stereo hearts","Gym Class Heroes;Adam Levine"
"5","Cometas por el cielo","La Oreja de Van Gogh"
"6","Got 2 luv u","Sean Paul;Alexis Jordan"
"7","The one that got away","Katy Perry"
"8","We found love","Rihanna;Calvin Harris"
"9","Hangover","Taio Cruz;Flo Rida"
"10","Criminal","Britney Spears"
"11","Paradise","Coldplay"
"12","Titanium","David Guetta;Sia"
"13","Domino","Jessie J"
"14","Give me all your luvin'","Madonna;M.I.A.;Nicki Minaj"
"15","No sigue modas","Juan Magán"
"16","Without you","David Guetta;Usher"
"17","Dejarse la piel","Lagarto Amarillo"
"18","The A Team","Ed Sheeran"
"19","International love","Pitbull;Chris Brown"
"20","Midnight","Mandy Santos;Carlos Jean"
"21","Marry you","Bruno Mars"
"22","Levels","Avicii;Etta James"
"23","Sexy and I know it","LMFAO"
"24","Moves like Jagger","Maroon 5;Christina Aguilera"
"25","Tu mirada","Amaia Montero"
"26","Los días contados","Despistaos"
"27","Marry the night","Lady GaGa"
"28","BlackStar","Carlos Jean;Antonio Ferrara;Electric Nana;Macadamia;StelioN;Tolo Servera"
"29","Breathing","Jason Derülo"
"30","¿No podíamos ser agua?","Maldita Nerea"
"31","No hay más","Antonio Orozco"
"32","When love","Chila Lynn"
"33","Me quedaré","Estopa"
"34","Polvo de estrellas","Calle París"
"35","Rolling in the deep","Adele"
"36","I like how it feels","Enrique Iglesias;Pitbull;The WAV.s"
"37","El verdadero amor perdona","Maná"
"38","Glad you came","The Wanted"
"39","La primavera","Estopa"
"40","La luna va y viene","El Pescao"
