"","Song","Artist"
"1","Break your heart","Taio Cruz"
"2","Alejandro","Lady GaGa"
"3","All the lovers","Kylie Minogue"
"4","Replay","Iyaz"
"5","Waka waka (Esto es África)","Shakira;Freshlyground"
"6","California gurls","Katy Perry"
"7","Sick of love","Robert Ramírez"
"8","Déjà vu","Inna;Bob Taylor;Play & Win"
"9","We no speak americano",NA
"10","Wavin' flag (Versión latina)","K'naan;David Bisbal"
"11","Club can't handle me","Flo Rida;David Guetta"
"12","Your love is my drug","Ke$ha"
"13","Castillo de arena","El Pescao;Ana Cañas"
"14","I like it","Enrique Iglesias"
"15","Nothin' on you","B.o.B;Bruno Mars"
"16","Sexy bitch","David Guetta;Akon"
"17","Cry cry","Oceana"
"18","Bipolar","POL 3.14"
"19","Stereo love","Edward Maya;Molella"
"20","In my head","Jason Derülo"
"21","Rock that body","The Black Eyed Peas"
"22","El secreto de las tortugas","Maldita Nerea"
"23","Hey, soul sister","Train"
"24","Sonrisa","Ana Torroja"
"25","Todo me da igual","Pignoise"
"26","16 añitos","Dani Martín"
"27","Memories","David Guetta;Kid Cudi"
"28","Dannayá","Dover"
"29","Need you now","Lady Antebellum"
"30","Yerbatero","Juanes"
"31","Nuestro amor será leyenda","Alejandro Sanz"
"32","Blues del pescador","Celtas Cortos"
"33","Dj got us fallin' in love","Usher"
"34","Gracias","Despistaos"
"35","Perdido en la calle","Taxi"
"36","Crossfire","Brandon Flowers"
"37","Los huesos de los besos","Fito & Fitipaldis"
"38","Rude boy","Rihanna"
"39","Ruedan","Diego Martín"
"40","Otra oportunidad","Preciados"
