,Song,Artist,Genre,Position,Year,Week
18746,You make me,Avicii;Salem Al Fakir,"Electronic, House",12,2013,50
18747,A prueba de ti,Malú,"Pop, Ballad, Latin, Europop, Vocal",13,2013,50
18748,Llegará,Antonio Orozco,"Pop, Ballad, Latin, Rock, Pop Rock",14,2013,50
18749,Come with me,Ricky Martin,"Pop, Electronic, Latin, Europop, Dance-pop",15,2013,50
18750,We can't stop,Miley Cyrus,Pop,16,2013,50
18751,Wake me up!,Avicii;Aloe Blacc,"Electronic, Progressive House",17,2013,50
18752,Unconditionally,Katy Perry,Pop,18,2013,50
18753,Éxtasis,Pablo Alborán,"Vocal, Pop, Latin",19,2013,50
18754,Qué bonita la vida,Dani Martín,"Pop, Pop Rock, Rock",20,2013,50
18755,Do what u want,Lady GaGa;R. Kelly,"Electronic, Pop, Electro, Synth-pop",21,2013,50
18756,La la la,Naughty Boy;Sam Smith,"Electronic, Pop, Garage House, House",22,2013,50
18757,Hand on heart,Olly Murs;Edurne,Pop,23,2013,50
18758,Vi,Pablo López,"Jazz, Latin, Nueva Trova, Latin Jazz",24,2013,50
18759,Animals,Martin Garrix,Pop,25,2013,50
18760,Hard out here,Lily Allen,"Electronic, Pop, Synth-pop",26,2013,50
18761,True love,P!nk;Lily Allen,"Pop, Pop Rock, Rock",27,2013,50
18762,Plastic,Soraya,"Pop, Synth-pop, Electronic, Electro, Europop, Eurodance",28,2013,50
18763,Live forever,Marien Baker;Shaun Frank,"Electronic, House, Electro House",29,2013,50
18764,All night,Icona Pop,"Electronic, Dance-pop",30,2013,50
18765,This game is over,Alejandro Sanz;Emeli Sandé;Jamie Foxx,"Pop, Soft Rock, Ballad, Latin, Pop Rock",31,2013,50
18766,Breathe your fire,Auryn,"Pop, Pop Rock, Rock",32,2013,50
18767,La de la mala suerte,Jesse & Joy;Pablo Alborán,"Pop, Ballad, Latin, Rock, Pop Rock",33,2013,50
18768,Hecho con tus sueños,Efecto Pasillo;Leire Martínez,"Pop, Pop Rock, Rock",34,2013,50
18769,Let her go,Passenger,"Pop, Folk, World, & Country",35,2013,50
18770,Cheque al portamor,Melendi,"Pop, Pop Rock, Rock",36,2013,50
18771,Disaster,Mario Jefferson;JoJo,Pop,37,2013,50
18772,Cheating,John Newman,"Funk / Soul, Pop, Soul",38,2013,50
18773,Treasure,Bruno Mars,"Electronic, Pop, Dance-pop, Hip Hop",39,2013,50
18774,Blurred lines,Robin Thicke;Pharrell Williams;T.I.,"Electronic, Funk / Soul, Pop Rap, Hip Hop, RnB/Swing, Electro House",40,2013,50
18775,Story of my life,One Direction,Pop,1,2013,51
18776,Wrecking ball,Miley Cyrus,Pop,2,2013,51
18777,Timber,Pitbull;Ke$ha,"Pop Rap, Hip Hop",3,2013,51
18778,The monster,Eminem;Rihanna,"Pop Rap, Pop, Hip Hop",4,2013,51
18779,Royals,Lorde,"Electronic, Hip-House, House, Hip Hop",5,2013,51
18780,Counting stars,OneRepublic,Pop,6,2013,51
18781,Burn,Ellie Goulding,Pop,7,2013,51
18782,Talk dirty,Jason Derülo;2 Chainz,Pop,8,2013,51
18783,Can't hold us,Macklemore & Ryan Lewis;Ray Dalton,Hip Hop,9,2013,51
18784,You're nobody 'til somebody loves you,James Arthur,Pop,10,2013,51
18785,Unconditionally,Katy Perry,Pop,11,2013,51
18786,Llegará,Antonio Orozco,"Pop, Ballad, Latin, Rock, Pop Rock",12,2013,51
18787,Love me again,John Newman,"Pop, Soul, Electronic, Funk / Soul, Drum n Bass, House, Vocal",13,2013,51
18788,Come with me,Ricky Martin,"Pop, Electronic, Latin, Europop, Dance-pop",14,2013,51
18789,A prueba de ti,Malú,"Pop, Ballad, Latin, Europop, Vocal",15,2013,51
18790,You make me,Avicii;Salem Al Fakir,"Electronic, House",16,2013,51
18791,Do what u want,Lady GaGa;R. Kelly,"Electronic, Pop, Electro, Synth-pop",17,2013,51
18792,We can't stop,Miley Cyrus,Pop,18,2013,51
18793,Animals,Martin Garrix,Pop,19,2013,51
18794,Hand on heart,Olly Murs;Edurne,Pop,20,2013,51
18795,Wake me up!,Avicii;Aloe Blacc,"Electronic, Progressive House",21,2013,51
18796,Éxtasis,Pablo Alborán,"Vocal, Pop, Latin",22,2013,51
18797,Vi,Pablo López,"Jazz, Latin, Nueva Trova, Latin Jazz",23,2013,51
18798,Hard out here,Lily Allen,"Electronic, Pop, Synth-pop",24,2013,51
18799,Qué bonita la vida,Dani Martín,"Pop, Pop Rock, Rock",25,2013,51
18800,Plastic,Soraya,"Pop, Synth-pop, Electronic, Electro, Europop, Eurodance",26,2013,51
18801,La la la,Naughty Boy;Sam Smith,"Electronic, Pop, Garage House, House",27,2013,51
18802,Live forever,Marien Baker;Shaun Frank,"Electronic, House, Electro House",28,2013,51
18803,All night,Icona Pop,"Electronic, Dance-pop",29,2013,51
18804,Breathe your fire,Auryn,"Pop, Pop Rock, Rock",30,2013,51
18805,Hey brother,Avicii;Dan Tyminski,"Electronic, House",31,2013,51
18806,Hecho con tus sueños,Efecto Pasillo;Leire Martínez,"Pop, Pop Rock, Rock",32,2013,51
18807,True love,P!nk;Lily Allen,"Pop, Pop Rock, Rock",33,2013,51
18808,Cheating,John Newman,"Funk / Soul, Pop, Soul",34,2013,51
18809,Terriblemente cruel,Leiva,"Pop, Pop Rock, Rock & Roll, Rock",35,2013,51
18810,This game is over,Alejandro Sanz;Emeli Sandé;Jamie Foxx,"Pop, Soft Rock, Ballad, Latin, Pop Rock",36,2013,51
18811,La de la mala suerte,Jesse & Joy;Pablo Alborán,"Pop, Ballad, Latin, Rock, Pop Rock",37,2013,51
18812,Disaster,Mario Jefferson;JoJo,Pop,38,2013,51
18813,Of the night,Bastille,"Pop, Electronic, Indie Pop, Rock, Pop Rock",39,2013,51
18814,Let her go,Passenger,"Pop, Folk, World, & Country",40,2013,51
18815,Timber,Pitbull;Ke$ha,"Pop Rap, Hip Hop",1,2013,52
18816,Wrecking ball,Miley Cyrus,Pop,2,2013,52
18817,The monster,Eminem;Rihanna,"Pop Rap, Pop, Hip Hop",3,2013,52
18818,Royals,Lorde,"Electronic, Hip-House, House, Hip Hop",4,2013,52
18819,Story of my life,One Direction,Pop,5,2013,52
18820,Talk dirty,Jason Derülo;2 Chainz,Pop,6,2013,52
18821,Burn,Ellie Goulding,Pop,7,2013,52
18822,Counting stars,OneRepublic,Pop,8,2013,52
18823,You're nobody 'til somebody loves you,James Arthur,Pop,9,2013,52
18824,Llegará,Antonio Orozco,"Pop, Ballad, Latin, Rock, Pop Rock",10,2013,52
18825,A prueba de ti,Malú,"Pop, Ballad, Latin, Europop, Vocal",11,2013,52
18826,Unconditionally,Katy Perry,Pop,12,2013,52
18827,Animals,Martin Garrix,Pop,13,2013,52
18828,Love me again,John Newman,"Pop, Soul, Electronic, Funk / Soul, Drum n Bass, House, Vocal",14,2013,52
18829,Do what u want,Lady GaGa;R. Kelly,"Electronic, Pop, Electro, Synth-pop",15,2013,52
18830,Come with me,Ricky Martin,"Pop, Electronic, Latin, Europop, Dance-pop",16,2013,52
18831,Can't hold us,Macklemore & Ryan Lewis;Ray Dalton,Hip Hop,17,2013,52
18832,Hand on heart,Olly Murs;Edurne,Pop,18,2013,52
18833,You make me,Avicii;Salem Al Fakir,"Electronic, House",19,2013,52
18834,Hard out here,Lily Allen,"Electronic, Pop, Synth-pop",20,2013,52
18835,We can't stop,Miley Cyrus,Pop,21,2013,52
18836,Hey brother,Avicii;Dan Tyminski,"Electronic, House",22,2013,52
18837,Vi,Pablo López,"Jazz, Latin, Nueva Trova, Latin Jazz",23,2013,52
18838,Plastic,Soraya,"Pop, Synth-pop, Electronic, Electro, Europop, Eurodance",24,2013,52
18839,Éxtasis,Pablo Alborán,"Vocal, Pop, Latin",25,2013,52
18840,All night,Icona Pop,"Electronic, Dance-pop",26,2013,52
18841,Breathe your fire,Auryn,"Pop, Pop Rock, Rock",27,2013,52
18842,Live forever,Marien Baker;Shaun Frank,"Electronic, House, Electro House",28,2013,52
18843,Wake me up!,Avicii;Aloe Blacc,"Electronic, Progressive House",29,2013,52
18844,Hecho con tus sueños,Efecto Pasillo;Leire Martínez,"Pop, Pop Rock, Rock",30,2013,52
18845,XO,Beyoncé,"Trap, Pop, Dancehall, Funk / Soul, Electro, Hip Hop, Reggae, RnB/Swing",31,2013,52
18846,Cheating,John Newman,"Funk / Soul, Pop, Soul",32,2013,52
18847,La la la,Naughty Boy;Sam Smith,"Electronic, Pop, Garage House, House",33,2013,52
18848,Terriblemente cruel,Leiva,"Pop, Pop Rock, Rock & Roll, Rock",34,2013,52
18849,Of the night,Bastille,"Pop, Electronic, Indie Pop, Rock, Pop Rock",35,2013,52
18850,Qué bonita la vida,Dani Martín,"Pop, Pop Rock, Rock",36,2013,52
18851,Disaster,Mario Jefferson;JoJo,Pop,37,2013,52
18852,La de la mala suerte,Jesse & Joy;Pablo Alborán,"Pop, Ballad, Latin, Rock, Pop Rock",38,2013,52
18853,Let her go,Passenger,"Pop, Folk, World, & Country",39,2013,52
18854,True love,P!nk;Lily Allen,"Pop, Pop Rock, Rock",40,2013,52
18855,A prueba de ti,Malú,"Pop, Ballad, Latin, Europop, Vocal",1,2014,1
18856,Timber,Pitbull;Ke$ha,"Pop Rap, Hip Hop",2,2014,1
18857,The monster,Eminem;Rihanna,"Pop Rap, Pop, Hip Hop",3,2014,1
18858,Royals,Lorde,"Electronic, Hip-House, House, Hip Hop",4,2014,1
18859,Wrecking ball,Miley Cyrus,Pop,5,2014,1
18860,Talk dirty,Jason Derülo;2 Chainz,Pop,6,2014,1
18861,Animals,Martin Garrix,Pop,7,2014,1
18862,You're nobody 'til somebody loves you,James Arthur,Pop,8,2014,1
18863,Llegará,Antonio Orozco,"Pop, Ballad, Latin, Rock, Pop Rock",9,2014,1
18864,Counting stars,OneRepublic,Pop,10,2014,1
18865,Burn,Ellie Goulding,Pop,11,2014,1
18866,Unconditionally,Katy Perry,Pop,12,2014,1
18867,Story of my life,One Direction,Pop,13,2014,1
18868,Do what u want,Lady GaGa;R. Kelly,"Electronic, Pop, Electro, Synth-pop",14,2014,1
18869,Hey brother,Avicii;Dan Tyminski,"Electronic, House",15,2014,1
18870,Hand on heart,Olly Murs;Edurne,Pop,16,2014,1
18871,Hard out here,Lily Allen,"Electronic, Pop, Synth-pop",17,2014,1
18872,Can't hold us,Macklemore & Ryan Lewis;Ray Dalton,Hip Hop,18,2014,1
18873,Come with me,Ricky Martin,"Pop, Electronic, Latin, Europop, Dance-pop",19,2014,1
18874,Love me again,John Newman,"Pop, Soul, Electronic, Funk / Soul, Drum n Bass, House, Vocal",20,2014,1
18875,All night,Icona Pop,"Electronic, Dance-pop",21,2014,1
18876,XO,Beyoncé,"Trap, Pop, Dancehall, Funk / Soul, Electro, Hip Hop, Reggae, RnB/Swing",22,2014,1
18877,Plastic,Soraya,"Pop, Synth-pop, Electronic, Electro, Europop, Eurodance",23,2014,1
18878,We can't stop,Miley Cyrus,Pop,24,2014,1
18879,Vi,Pablo López,"Jazz, Latin, Nueva Trova, Latin Jazz",25,2014,1
18880,Breathe your fire,Auryn,"Pop, Pop Rock, Rock",26,2014,1
18881,Live forever,Marien Baker;Shaun Frank,"Electronic, House, Electro House",27,2014,1
18882,You make me,Avicii;Salem Al Fakir,"Electronic, House",28,2014,1
18883,Hecho con tus sueños,Efecto Pasillo;Leire Martínez,"Pop, Pop Rock, Rock",29,2014,1
18884,Cheating,John Newman,"Funk / Soul, Pop, Soul",30,2014,1
18885,Of the night,Bastille,"Pop, Electronic, Indie Pop, Rock, Pop Rock",31,2014,1
18886,Terriblemente cruel,Leiva,"Pop, Pop Rock, Rock & Roll, Rock",32,2014,1
18887,Éxtasis,Pablo Alborán,"Vocal, Pop, Latin",33,2014,1
18888,La la la,Naughty Boy;Sam Smith,"Electronic, Pop, Garage House, House",34,2014,1
18889,Emocional,Dani Martín,"Pop, Pop Rock, Rock",35,2014,1
18890,Let her go,Passenger,"Pop, Folk, World, & Country",36,2014,1
18891,Disaster,Mario Jefferson;JoJo,Pop,37,2014,1
18892,Wake me up!,Avicii;Aloe Blacc,"Electronic, Progressive House",38,2014,1
18893,La de la mala suerte,Jesse & Joy;Pablo Alborán,"Pop, Ballad, Latin, Rock, Pop Rock",39,2014,1
18894,True love,P!nk;Lily Allen,"Pop, Pop Rock, Rock",40,2014,1
18895,Timber,Pitbull;Ke$ha,"Pop Rap, Hip Hop",1,2014,2
18896,The monster,Eminem;Rihanna,"Pop Rap, Pop, Hip Hop",2,2014,2
18897,Talk dirty,Jason Derülo;2 Chainz,Pop,3,2014,2
18898,Wrecking ball,Miley Cyrus,Pop,4,2014,2
18899,Animals,Martin Garrix,Pop,5,2014,2
18900,Hey brother,Avicii;Dan Tyminski,"Electronic, House",6,2014,2
18901,You're nobody 'til somebody loves you,James Arthur,Pop,7,2014,2
18902,Royals,Lorde,"Electronic, Hip-House, House, Hip Hop",8,2014,2
18903,Llegará,Antonio Orozco,"Pop, Ballad, Latin, Rock, Pop Rock",9,2014,2
18904,Unconditionally,Katy Perry,Pop,10,2014,2
18905,A prueba de ti,Malú,"Pop, Ballad, Latin, Europop, Vocal",11,2014,2
18906,Counting stars,OneRepublic,Pop,12,2014,2
18907,Do what u want,Lady GaGa;R. Kelly,"Electronic, Pop, Electro, Synth-pop",13,2014,2
18908,Hard out here,Lily Allen,"Electronic, Pop, Synth-pop",14,2014,2
18909,Hand on heart,Olly Murs;Edurne,Pop,15,2014,2
18910,Burn,Ellie Goulding,Pop,16,2014,2
18911,Story of my life,One Direction,Pop,17,2014,2
18912,XO,Beyoncé,"Trap, Pop, Dancehall, Funk / Soul, Electro, Hip Hop, Reggae, RnB/Swing",18,2014,2
18913,All night,Icona Pop,"Electronic, Dance-pop",19,2014,2
18914,Can't hold us,Macklemore & Ryan Lewis;Ray Dalton,Hip Hop,20,2014,2
18915,Plastic,Soraya,"Pop, Synth-pop, Electronic, Electro, Europop, Eurodance",21,2014,2
18916,Come with me,Ricky Martin,"Pop, Electronic, Latin, Europop, Dance-pop",22,2014,2
18917,Love me again,John Newman,"Pop, Soul, Electronic, Funk / Soul, Drum n Bass, House, Vocal",23,2014,2
18918,Breathe your fire,Auryn,"Pop, Pop Rock, Rock",24,2014,2
18919,Of the night,Bastille,"Pop, Electronic, Indie Pop, Rock, Pop Rock",25,2014,2
18920,Live forever,Marien Baker;Shaun Frank,"Electronic, House, Electro House",26,2014,2
18921,We can't stop,Miley Cyrus,Pop,27,2014,2
18922,Terriblemente cruel,Leiva,"Pop, Pop Rock, Rock & Roll, Rock",28,2014,2
18923,Cheating,John Newman,"Funk / Soul, Pop, Soul",29,2014,2
18924,Vi,Pablo López,"Jazz, Latin, Nueva Trova, Latin Jazz",30,2014,2
18925,You make me,Avicii;Salem Al Fakir,"Electronic, House",31,2014,2
18926,Emocional,Dani Martín,"Pop, Pop Rock, Rock",32,2014,2
18927,Hecho con tus sueños,Efecto Pasillo;Leire Martínez,"Pop, Pop Rock, Rock",33,2014,2
18928,Happy,Pharrell Williams,"Funk / Soul, Soul, Stage & Screen",34,2014,2
18929,Éxtasis,Pablo Alborán,"Vocal, Pop, Latin",35,2014,2
18930,La la la,Naughty Boy;Sam Smith,"Electronic, Pop, Garage House, House",36,2014,2
18931,Let her go,Passenger,"Pop, Folk, World, & Country",37,2014,2
18932,Qué bien se te ve,Mr. Kilombo,unknown,38,2014,2
18933,Disaster,Mario Jefferson;JoJo,Pop,39,2014,2
18934,Wake me up!,Avicii;Aloe Blacc,"Electronic, Progressive House",40,2014,2
18935,The monster,Eminem;Rihanna,"Pop Rap, Pop, Hip Hop",1,2014,3
18936,Timber,Pitbull;Ke$ha,"Pop Rap, Hip Hop",2,2014,3
18937,Talk dirty,Jason Derülo;2 Chainz,Pop,3,2014,3
18938,Hey brother,Avicii;Dan Tyminski,"Electronic, House",4,2014,3
18939,Animals,Martin Garrix,Pop,5,2014,3
18940,Wrecking ball,Miley Cyrus,Pop,6,2014,3
18941,Royals,Lorde,"Electronic, Hip-House, House, Hip Hop",7,2014,3
18942,Llegará,Antonio Orozco,"Pop, Ballad, Latin, Rock, Pop Rock",8,2014,3
18943,You're nobody 'til somebody loves you,James Arthur,Pop,9,2014,3
18944,Unconditionally,Katy Perry,Pop,10,2014,3
18945,Counting stars,OneRepublic,Pop,11,2014,3
18946,Hard out here,Lily Allen,"Electronic, Pop, Synth-pop",12,2014,3
18947,Do what u want,Lady GaGa;R. Kelly,"Electronic, Pop, Electro, Synth-pop",13,2014,3
18948,Hand on heart,Olly Murs;Edurne,Pop,14,2014,3
18949,Can't remember to forget you,Shakira;Rihanna,"Latin, Reggae",15,2014,3
18950,XO,Beyoncé,"Trap, Pop, Dancehall, Funk / Soul, Electro, Hip Hop, Reggae, RnB/Swing",16,2014,3
18951,A prueba de ti,Malú,"Pop, Ballad, Latin, Europop, Vocal",17,2014,3
18952,All night,Icona Pop,"Electronic, Dance-pop",18,2014,3
18953,Burn,Ellie Goulding,Pop,19,2014,3
18954,Story of my life,One Direction,Pop,20,2014,3
18955,Of the night,Bastille,"Pop, Electronic, Indie Pop, Rock, Pop Rock",21,2014,3
18956,Plastic,Soraya,"Pop, Synth-pop, Electronic, Electro, Europop, Eurodance",22,2014,3
18957,Breathe your fire,Auryn,"Pop, Pop Rock, Rock",23,2014,3
18958,Terriblemente cruel,Leiva,"Pop, Pop Rock, Rock & Roll, Rock",24,2014,3
18959,Happy,Pharrell Williams,"Funk / Soul, Soul, Stage & Screen",25,2014,3
18960,Cheating,John Newman,"Funk / Soul, Pop, Soul",26,2014,3
18961,Can't hold us,Macklemore & Ryan Lewis;Ray Dalton,Hip Hop,27,2014,3
18962,Come with me,Ricky Martin,"Pop, Electronic, Latin, Europop, Dance-pop",28,2014,3
18963,Live forever,Marien Baker;Shaun Frank,"Electronic, House, Electro House",29,2014,3
18964,Emocional,Dani Martín,"Pop, Pop Rock, Rock",30,2014,3
18965,We can't stop,Miley Cyrus,Pop,31,2014,3
18966,Demons,Imagine Dragons,"Pop, Pop Rock, Alternative Rock, Rock",32,2014,3
18967,Love me again,John Newman,"Pop, Soul, Electronic, Funk / Soul, Drum n Bass, House, Vocal",33,2014,3
18968,You make me,Avicii;Salem Al Fakir,"Electronic, House",34,2014,3
18969,Vi,Pablo López,"Jazz, Latin, Nueva Trova, Latin Jazz",35,2014,3
18970,Let her go,Passenger,"Pop, Folk, World, & Country",36,2014,3
18971,Qué bien se te ve,Mr. Kilombo,unknown,37,2014,3
18972,Éxtasis,Pablo Alborán,"Vocal, Pop, Latin",38,2014,3
18973,La la la,Naughty Boy;Sam Smith,"Electronic, Pop, Garage House, House",39,2014,3
18974,Hecho con tus sueños,Efecto Pasillo;Leire Martínez,"Pop, Pop Rock, Rock",40,2014,3
18975,Talk dirty,Jason Derülo;2 Chainz,Pop,1,2014,4
18976,Hey brother,Avicii;Dan Tyminski,"Electronic, House",2,2014,4
18977,The monster,Eminem;Rihanna,"Pop Rap, Pop, Hip Hop",3,2014,4
18978,Timber,Pitbull;Ke$ha,"Pop Rap, Hip Hop",4,2014,4
18979,Animals,Martin Garrix,Pop,5,2014,4
18980,Royals,Lorde,"Electronic, Hip-House, House, Hip Hop",6,2014,4
18981,Llegará,Antonio Orozco,"Pop, Ballad, Latin, Rock, Pop Rock",7,2014,4
18982,Wrecking ball,Miley Cyrus,Pop,8,2014,4
18983,Can't remember to forget you,Shakira;Rihanna,"Latin, Reggae",9,2014,4
18984,Do what u want,Lady GaGa;R. Kelly,"Electronic, Pop, Electro, Synth-pop",10,2014,4
18985,Counting stars,OneRepublic,Pop,11,2014,4
18986,Unconditionally,Katy Perry,Pop,12,2014,4
18987,All night,Icona Pop,"Electronic, Dance-pop",13,2014,4
18988,XO,Beyoncé,"Trap, Pop, Dancehall, Funk / Soul, Electro, Hip Hop, Reggae, RnB/Swing",14,2014,4
18989,Hard out here,Lily Allen,"Electronic, Pop, Synth-pop",15,2014,4
18990,You're nobody 'til somebody loves you,James Arthur,Pop,16,2014,4
18991,Story of my life,One Direction,Pop,17,2014,4
18992,Terriblemente cruel,Leiva,"Pop, Pop Rock, Rock & Roll, Rock",18,2014,4
18993,Of the night,Bastille,"Pop, Electronic, Indie Pop, Rock, Pop Rock",19,2014,4
18994,A prueba de ti,Malú,"Pop, Ballad, Latin, Europop, Vocal",20,2014,4
18995,Happy,Pharrell Williams,"Funk / Soul, Soul, Stage & Screen",21,2014,4
18996,Hand on heart,Olly Murs;Edurne,Pop,22,2014,4
18997,Breathe your fire,Auryn,"Pop, Pop Rock, Rock",23,2014,4
18998,Burn,Ellie Goulding,Pop,24,2014,4
18999,Adore you,Miley Cyrus,"Pop, Pop Rock, Rock",25,2014,4
19000,Cheating,John Newman,"Funk / Soul, Pop, Soul",26,2014,4
19001,Plastic,Soraya,"Pop, Synth-pop, Electronic, Electro, Europop, Eurodance",27,2014,4
19002,Emocional,Dani Martín,"Pop, Pop Rock, Rock",28,2014,4
19003,Demons,Imagine Dragons,"Pop, Pop Rock, Alternative Rock, Rock",29,2014,4
19004,Can't hold us,Macklemore & Ryan Lewis;Ray Dalton,Hip Hop,30,2014,4
19005,Come with me,Ricky Martin,"Pop, Electronic, Latin, Europop, Dance-pop",31,2014,4
19006,Live forever,Marien Baker;Shaun Frank,"Electronic, House, Electro House",32,2014,4
19007,You make me,Avicii;Salem Al Fakir,"Electronic, House",33,2014,4
19008,Love me again,John Newman,"Pop, Soul, Electronic, Funk / Soul, Drum n Bass, House, Vocal",34,2014,4
19009,Recovery,James Arthur,"Electronic, Pop, Synth-pop",35,2014,4
19010,Qué bien se te ve,Mr. Kilombo,unknown,36,2014,4
19011,We can't stop,Miley Cyrus,Pop,37,2014,4
19012,Vi,Pablo López,"Jazz, Latin, Nueva Trova, Latin Jazz",38,2014,4
19013,Éxtasis,Pablo Alborán,"Vocal, Pop, Latin",39,2014,4
19014,Radioactive,Imagine Dragons,"Pop, Pop Rock, Alternative Rock, Rock",40,2014,4
19015,Hey brother,Avicii;Dan Tyminski,"Electronic, House",1,2014,5
19016,Talk dirty,Jason Derülo;2 Chainz,Pop,2,2014,5
19017,Timber,Pitbull;Ke$ha,"Pop Rap, Hip Hop",3,2014,5
19018,Animals,Martin Garrix,Pop,4,2014,5
19019,Royals,Lorde,"Electronic, Hip-House, House, Hip Hop",5,2014,5
19020,Llegará,Antonio Orozco,"Pop, Ballad, Latin, Rock, Pop Rock",6,2014,5
19021,The monster,Eminem;Rihanna,"Pop Rap, Pop, Hip Hop",7,2014,5
19022,Can't remember to forget you,Shakira;Rihanna,"Latin, Reggae",8,2014,5
19023,Counting stars,OneRepublic,Pop,9,2014,5
19024,All night,Icona Pop,"Electronic, Dance-pop",10,2014,5
19025,Do what u want,Lady GaGa;R. Kelly,"Electronic, Pop, Electro, Synth-pop",11,2014,5
19026,Wrecking ball,Miley Cyrus,Pop,12,2014,5
19027,XO,Beyoncé,"Trap, Pop, Dancehall, Funk / Soul, Electro, Hip Hop, Reggae, RnB/Swing",13,2014,5
19028,Story of my life,One Direction,Pop,14,2014,5
19029,Happy,Pharrell Williams,"Funk / Soul, Soul, Stage & Screen",15,2014,5
19030,Terriblemente cruel,Leiva,"Pop, Pop Rock, Rock & Roll, Rock",16,2014,5
19031,Of the night,Bastille,"Pop, Electronic, Indie Pop, Rock, Pop Rock",17,2014,5
19032,Unconditionally,Katy Perry,Pop,18,2014,5
19033,Hard out here,Lily Allen,"Electronic, Pop, Synth-pop",19,2014,5
19034,Adore you,Miley Cyrus,"Pop, Pop Rock, Rock",20,2014,5
19035,You're nobody 'til somebody loves you,James Arthur,Pop,21,2014,5
19036,Breathe your fire,Auryn,"Pop, Pop Rock, Rock",22,2014,5
19037,Hand on heart,Olly Murs;Edurne,Pop,23,2014,5
19038,A prueba de ti,Malú,"Pop, Ballad, Latin, Europop, Vocal",24,2014,5
19039,Radioactive,Imagine Dragons,"Pop, Pop Rock, Alternative Rock, Rock",25,2014,5
19040,Burn,Ellie Goulding,Pop,26,2014,5
19041,Emocional,Dani Martín,"Pop, Pop Rock, Rock",27,2014,5
19042,Cheating,John Newman,"Funk / Soul, Pop, Soul",28,2014,5
19043,Diez mil maneras,David Bisbal,"Vocal, Pop, Latin, Ballad",29,2014,5
19044,Can't hold us,Macklemore & Ryan Lewis;Ray Dalton,Hip Hop,30,2014,5
19045,Demons,Imagine Dragons,"Pop, Pop Rock, Alternative Rock, Rock",31,2014,5
