"","Year","Week","Hard Rock","Classic Rock","Rock","Pop Rock","Pop","Latin","Soft Rock","Acoustic","Ballad","Europop","Vocal","Alternative Rock","Electronic","House","Soul","Funk / Soul","Southern Rock","Downtempo","Synth-pop","RnB/Swing","Hip Hop","Flamenco","Rumba","Folk","World","& Country","Jazz","Contemporary Jazz","Leftfield","Nu Metal","Folk Rock","Power Pop","Pop Punk","Indie Rock","Pop Rap","Blues","Rhythm & Blues","Country Rock","Brit Pop","Electro","Punk","Symphonic Rock","Heavy Metal","Dance-pop","Breakbeat","Disco","Rock & Roll","Glam","Electroclash","Reggaeton","Indie Pop","Big Beat","Breaks","Drum n Bass","Tech House","Techno","Euro House","Contemporary R&B","Funk","Religious","Ambient","Deep House","Therapy","Eurodance","Latin Jazz","Soul-Jazz","Dancehall","Laïkó","Reggae","Electro House","Trip Hop","Easy Listening","MPB","Garage House","Ranchera","Mariachi","Country","Bossanova","Progressive House","Goth Rock","Tejano","Classical","Trance","Progressive Trance","Ghetto","Rocksteady","Ska","Neo Soul","Emo","Stage & Screen","Theme","Jazz-Funk","Smooth Jazz","Non-Music","Grunge","Ragga HipHop","Hands Up","Acid","Acid Jazz","UK Garage","Tribal","Hard Trance","Salsa","Arena Rock","Bassline","Experimental","Field Recording","Poetry","Dubstep","Soundtrack","Hard House","Trap","Boogaloo","Dance","Roots Reggae","Dub","Reggae-Pop","Cut-up/DJ","Gospel","DJ Battle Tool","IDM","Future Jazz","Batucada","Hip-House","Pachanga","Tribal House","Italodance","Math Rock","Teen Pop","K-pop","Jazzy Hip-Hop","EBM","Nueva Trova","EDM","Jumpstyle","Bachata","Tropical House","Memphis Blues","Electric Blues","Hardcore","Soca","Conscious","Big Band","Metalcore","Cool Jazz","Blues Rock","Bass Music","Euro-Disco","Piano Blues","Vallenato","Score","Goregrind","Italo House","Chillwave","Parody","Merengue","Tango","Bubblegum","Ethno-pop","Art Rock","New Jack Swing","Deep Techno","Chanson","New Wave","Favela Funk","Makina","Rockabilly","Synthwave","Chamamé"
"1",2005,1,0.025,0.025,0.55,0.325,0.525,0.375,0.05,0.075,0.1,0.05,0.05,0.075,0.175,0.05,0.025,0.025,0.025,0.075,0.05,0.025,0.1,0.025,0.05,0.025,0.025,0.025,0.025,0,0.025,0.025,0.025,0.025,0.025,0.05,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",2005,2,0.025,0.025,0.625,0.375,0.525,0.35,0.05,0.075,0.075,0.025,0.075,0.075,0.175,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.075,0.025,0.025,0.025,0.025,0.025,0.025,0,0.025,0.025,0.025,0,0,0.05,0,0,0,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",2005,3,0.025,0.025,0.65,0.4,0.55,0.375,0.05,0.075,0.075,0.025,0.075,0.075,0.2,0.05,0.025,0.025,0.025,0.05,0.05,0.05,0.075,0.025,0.025,0.025,0.025,0.025,0,0,0.025,0.025,0.025,0,0,0.05,0,0,0,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",2005,4,0.025,0.025,0.625,0.4,0.575,0.375,0.05,0.075,0.075,0.025,0.075,0.05,0.225,0.075,0.025,0.025,0.025,0.05,0.05,0.05,0.075,0.025,0.025,0.025,0.025,0.025,0,0,0.025,0.025,0.025,0.025,0,0.025,0,0,0,0.025,0.025,0.05,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",2005,5,0.025,0.025,0.625,0.375,0.6,0.425,0.05,0.075,0.05,0.025,0.025,0.05,0.175,0.05,0.025,0.025,0.025,0.05,0.05,0.05,0.075,0.025,0.025,0.025,0.025,0.025,0,0,0.025,0.025,0.025,0.025,0,0.025,0,0,0,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",2005,6,0.025,0.025,0.625,0.375,0.6,0.425,0.05,0.075,0.05,0.025,0.025,0.05,0.175,0.05,0.025,0.025,0.025,0.05,0.05,0.05,0.075,0.025,0.025,0.025,0.025,0.025,0,0,0.025,0.025,0.025,0.025,0,0.025,0,0,0,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",2005,7,0,0,0.6,0.325,0.625,0.425,0.05,0.075,0.05,0.025,0.05,0.05,0.15,0.025,0.025,0.025,0.025,0.05,0.05,0.025,0.075,0.025,0.025,0.025,0.025,0.025,0,0,0.025,0.025,0.025,0.025,0,0.05,0.025,0,0,0.025,0.05,0.025,0.025,0.025,0.025,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",2005,8,0,0,0.6,0.375,0.6,0.4,0.025,0.1,0.05,0.025,0.05,0.05,0.15,0.025,0.025,0.025,0.025,0.05,0.05,0.025,0.075,0.025,0.025,0.025,0.025,0.025,0,0,0.025,0.025,0.025,0.025,0,0.05,0.025,0,0,0,0.05,0.025,0.025,0.025,0.025,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",2005,9,0.025,0.025,0.625,0.35,0.575,0.35,0.1,0.125,0.05,0.025,0.05,0.025,0.15,0.025,0.025,0.025,0.025,0.05,0.05,0.025,0.075,0,0.025,0.025,0.025,0.025,0,0,0.025,0.025,0.025,0.025,0,0.05,0.025,0,0,0.025,0.05,0.025,0.025,0.025,0.025,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",2005,10,0.025,0.025,0.625,0.35,0.575,0.35,0.1,0.125,0.05,0.025,0.05,0.025,0.15,0.025,0.025,0.025,0.025,0.05,0.05,0.025,0.075,0,0.025,0.025,0.025,0.025,0,0,0.025,0.025,0.025,0.025,0,0.05,0.025,0,0,0.025,0.05,0.025,0.025,0.025,0.025,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",2005,11,0.025,0.025,0.575,0.325,0.575,0.375,0.1,0.125,0.05,0.025,0.05,0.025,0.125,0.025,0.025,0.025,0.025,0.05,0.025,0,0.05,0.025,0.025,0.025,0.025,0.025,0,0,0.025,0.025,0.025,0.025,0,0.05,0.025,0,0,0,0.05,0.025,0.025,0.025,0.025,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0
"12",2005,12,0.025,0.025,0.575,0.325,0.575,0.375,0.1,0.125,0.05,0.025,0.05,0.025,0.125,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.025,0.025,0.025,0.025,0.025,0,0,0.025,0.025,0.025,0.025,0,0.05,0.025,0,0,0,0.05,0.025,0.025,0.025,0.025,0,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0
"13",2005,13,0.025,0.025,0.625,0.4,0.55,0.3,0.075,0.1,0.05,0.025,0.05,0.05,0.1,0.025,0.025,0.025,0.025,0,0,0.025,0.05,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0.025,0.025,0,0.05,0.025,0,0,0,0.05,0.025,0.025,0.025,0.025,0,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0
"14",2005,14,0.025,0.025,0.625,0.375,0.575,0.3,0.075,0.1,0.075,0.025,0.05,0.075,0.1,0.025,0.025,0.025,0.025,0,0,0.025,0.05,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0.025,0.025,0,0.025,0.025,0,0,0,0.025,0.025,0.025,0.025,0.025,0,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0
"15",2005,15,0.025,0.025,0.65,0.35,0.6,0.275,0.075,0.1,0.075,0.025,0.05,0.075,0.075,0,0.025,0.025,0.025,0,0,0.025,0.05,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0.025,0.025,0,0.025,0.025,0,0,0,0.025,0,0.025,0.025,0.025,0,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0
"16",2005,16,0.025,0.025,0.675,0.35,0.6,0.3,0.075,0.05,0.075,0.025,0.025,0.075,0.075,0,0.025,0.025,0.025,0,0,0.025,0.05,0.025,0,0,0,0,0,0,0,0,0,0.025,0,0.025,0.025,0,0,0,0.025,0,0.025,0.025,0.025,0,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0
"17",2005,17,0.025,0.025,0.725,0.425,0.6,0.3,0.075,0.075,0.05,0.025,0.025,0.075,0.075,0,0.025,0.025,0.025,0,0,0,0.025,0.025,0,0,0,0,0,0,0,0,0.025,0.025,0,0.025,0.025,0,0,0,0.025,0,0.025,0.025,0.025,0,0.025,0,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0
"18",2005,18,0.025,0.025,0.75,0.425,0.55,0.25,0.075,0.075,0.05,0.025,0.025,0.075,0.1,0,0.025,0.025,0.025,0,0.025,0,0.05,0,0,0,0,0,0,0,0,0,0.025,0.025,0,0.025,0.05,0,0,0,0.025,0,0.025,0.025,0.025,0,0.025,0,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0
"19",2005,19,0.025,0.025,0.725,0.475,0.525,0.2,0.075,0.1,0.05,0.025,0.05,0.1,0.1,0,0.025,0.025,0.025,0,0.025,0,0.05,0,0,0,0,0,0,0,0,0,0.025,0.025,0,0.025,0.05,0,0,0,0.025,0,0,0.025,0.025,0,0.025,0,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0
"20",2005,20,0.025,0.025,0.725,0.45,0.525,0.175,0.075,0.1,0.05,0.025,0.05,0.125,0.1,0,0.025,0.025,0.025,0,0.025,0,0.025,0,0,0,0,0,0,0,0,0,0.025,0.025,0,0.05,0.025,0,0,0,0.05,0,0,0.025,0.025,0,0,0,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0
"21",2005,21,0.025,0.025,0.7,0.425,0.55,0.225,0.075,0.1,0.05,0.025,0.05,0.125,0.075,0,0.025,0.025,0.025,0,0.025,0,0.025,0.025,0,0,0,0,0,0,0,0,0.025,0.025,0,0.05,0.025,0,0,0,0.05,0,0,0.025,0.025,0,0,0,0.025,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0
"22",2005,22,0.025,0.025,0.675,0.425,0.6,0.25,0.075,0.1,0.025,0,0.05,0.125,0.05,0,0,0,0,0,0.025,0,0.025,0.025,0,0,0,0,0,0,0,0,0.025,0.025,0,0.025,0.025,0,0,0,0.025,0,0,0.025,0.025,0,0,0,0.025,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0
"23",2005,23,0.025,0.025,0.675,0.425,0.575,0.275,0.1,0.1,0.025,0,0.075,0.125,0.025,0,0,0,0,0,0,0,0.025,0.025,0,0,0,0,0,0,0,0,0.025,0.025,0,0.025,0.025,0,0,0,0.05,0,0,0.025,0.025,0,0,0,0.025,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0
"24",2005,24,0.025,0.025,0.675,0.4,0.6,0.3,0.1,0.1,0.025,0,0.075,0.125,0.025,0,0,0,0,0,0,0,0.025,0.05,0,0,0,0,0,0,0,0,0.025,0.025,0,0.025,0.025,0,0,0,0.05,0,0,0.025,0.025,0,0,0,0.025,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0
"25",2005,25,0.025,0.025,0.7,0.4,0.575,0.3,0.1,0.075,0.025,0,0.05,0.1,0.025,0.025,0,0,0,0,0,0,0.025,0.05,0,0,0,0,0,0,0,0,0.025,0.025,0,0.025,0.025,0,0,0,0.05,0,0.025,0.025,0.025,0,0,0,0.025,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",2005,26,0.025,0.025,0.7,0.4,0.575,0.3,0.1,0.075,0.025,0,0.025,0.1,0.025,0.025,0,0,0,0,0,0,0.025,0.05,0,0,0,0,0,0,0,0,0.025,0.025,0,0.025,0.025,0,0,0,0.05,0,0.025,0.025,0.025,0,0,0,0.025,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",2005,27,0.025,0.025,0.725,0.375,0.55,0.275,0.1,0.1,0.025,0,0.025,0.1,0.075,0.075,0,0,0,0,0,0.025,0.05,0.025,0,0,0,0,0,0,0,0,0.025,0.025,0,0.025,0.025,0,0,0,0.05,0,0.025,0.025,0.025,0,0,0,0.025,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",2005,28,0.025,0.025,0.7,0.375,0.575,0.3,0.1,0.1,0.05,0,0.025,0.075,0.075,0.075,0,0,0,0,0,0.025,0.05,0.025,0,0,0,0,0,0,0,0,0.025,0.025,0,0.025,0.025,0,0,0,0.05,0,0.025,0.025,0.025,0,0,0,0.025,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",2005,29,0,0,0.7,0.375,0.575,0.225,0.075,0.075,0.05,0,0.05,0.1,0.075,0.075,0,0,0,0,0,0.025,0.05,0,0,0,0,0,0,0,0,0,0.025,0.025,0,0.025,0.025,0,0,0,0.05,0,0.025,0.025,0.025,0,0,0,0.025,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",2005,30,0.025,0.025,0.7,0.35,0.525,0.225,0.075,0.075,0.05,0,0.025,0.075,0.1,0.1,0,0,0,0,0,0.05,0.075,0,0,0,0,0,0,0,0,0,0.025,0.025,0,0.025,0.025,0,0,0,0.05,0,0.025,0.025,0.025,0,0,0,0.025,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",2005,31,0.025,0.025,0.725,0.375,0.525,0.25,0.075,0.1,0.05,0,0.025,0.075,0.1,0.075,0,0,0,0,0,0.025,0.05,0,0,0,0,0,0,0,0,0,0.05,0.025,0,0.025,0.025,0,0,0,0.05,0.025,0.025,0.025,0.025,0,0,0,0.025,0,0,0.025,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
