"","Song","Artist"
"1","Quiero ser","Amaia Montero"
"2","If I were a boy","Beyoncé"
"3","Hemicraneal","Estopa"
"4","Viva la vida","Coldplay"
"5","Peter Pan","El Canto del Loco"
"6","The man who can't be moved","The Script"
"7","I kissed a girl","Katy Perry"
"8","Odio por amor","Juanes"
"9","Inmortal","La Oreja de Van Gogh"
"10","Stop and stare","OneRepublic"
"11","Better in time","Leona Lewis"
"12","Tenía tanto que darte","Nena Daconte"
"13","Beggin","Madcon"
"14","Te esperaré","Calle París"
"15","Disturbia","Rihanna"
"16","Sígueme","Manuel Carrasco"
"17","Rain on your parade","Duffy"
"18","Física o química","Despistaos"
"19","Womanizer","Britney Spears"
"20","Un violinista en tu tejado","Melendi"
"21","Por mi tripa","Pereza"
"22","Perdóname","Amaral"
"23","Greatest day","Take That"
"24","Human","The Killers"
"25","Walking away","Craig David;Álex Ubago"
"26","No dudaría","Rosario"
"27","Voyage voyage","Kate Ryan"
"28","Quiero un camino","Taxi;Álvaro Urquijo"
"29","Que te quería","La Quinta Estación"
"30","Me gustas cuando","Lucas Masciano;El Canto del Loco"
"31","Just dance","Lady GaGa;Colby O'Donis"
"32","Broken strings","James Morrison;Nelly Furtado"
"33","I can feel you","Anastacia;Mousse T."
"34","Retales de una vida","Celtas Cortos"
"35","El burdel de las sirenas","84"
"36","Superwoman","Alicia Keys"
"37","Tarde de domingo rara","Amaral"
"38","Tiempo pequeño","Revólver"
"39","Porque las cosas cambian","Bunbury"
"40","Diary of a smoker","The Monomes"
