"","Song","Artist"
"1","Antes de que cuente diez","Fito & Fitipaldis"
"2","I gotta feeling","The Black Eyed Peas"
"3","Looking for paradise","Alejandro Sanz;Alicia Keys"
"4","Manos al aire","Nelly Furtado"
"5","Halo","Beyoncé"
"6","Esclavo de sus besos","David Bisbal"
"7","Por quererte","Efecto Mariposa"
"8","I'm yours","Jason Mraz"
"9","Ayo technology","Milow"
"10","When love takes over","David Guetta;Kelly Rowland"
"11","Pick me up","Emilia de Poret"
"12","Mama do (Uh oh, uh oh)","Pixie Lott"
"13","Summercat","Billie The Vision & the Dancers"
"14","Happy","Leona Lewis"
"15","Solo quiero bailar","Zenttric"
"16","Celebration (Dub mix)","Madonna;Paul Oakenfold"
"17","Breathe slow","Alesha Dixon"
"18","Moving","Macaco"
"19","Que me queda","Antonio Orozco"
"20","Doesn't mean anything","Alicia Keys"
"21","La suerte de mi vida","El Canto del Loco"
"22","La lluvia","María Villalón"
"23","Rain","Mika"
"24","Perdóname","Coti;Nena Daconte"
"25","You know me","Robbie Williams"
"26","Te voy a decir una cosa","Amaia Montero"
"27","Tienes que hacerlo por ti","Calle París"
"28","Colgando en tus manos","Carlos Baute;Marta Sánchez"
"29","Lo hecho está hecho","Shakira"
"30","Lovers in Japan","Coldplay"
"31","Russian roulette","Rihanna"
"32","Duele","Chenoa"
"33","We weren't born to follow","Bon Jovi"
"34","Lady Madrid","Pereza"
"35","Tengo","Macaco"
"36","Loba","Shakira"
"37","Nada se compara a ti","Carlos Baute"
"38","Si no estás","El Sueño de Morfeo"
"39","Recuérdame","Marc Anthony;La Quinta Estación"
"40","Rincón exquisito","Second"
