"","Song","Artist"
"1","One dance","Drake;Kyla;WizKid"
"2","Can't stop the feeling","Justin Timberlake"
"3","Baila conmigo","Juan Magán;Luciana"
"4","This is what you came for","Calvin Harris;Rihanna"
"5","This one's for you","David Guetta;Zara Larsson"
"6","Cómo te atreves","Morat"
"7","Duele el corazón","Enrique Iglesias;Wisin"
"8","I took a pill in Ibiza (Explicit version)","Mike Posner;SeeB"
"9","Work from home","Fifth Harmony;Ty Dolla $ign"
"10","No","Meghan Trainor"
"11","Ain't your mama","Jennifer López"
"12","Las ganas","Dani Martín"
"13","Cake by the ocean","DNCE"
"14","Send my love (To your new lover)","Adele"
"15","Wherever I go","OneRepublic"
"16","Cheap thrills","Sia;Sean Paul"
"17","Me, myself & I","G-Eazy;Bebe Rexha"
"18","Faded","Alan Walker;Iselin Solheim"
"19","Close","Nick Jonas;Tove Lo"
"20","7 Years","Lukas Graham"
"21","Who's loving you","Auryn;Anastacia"
"22","Hymn for the weekend","Coldplay;Beyoncé"
"23","In common","Alicia Keys"
"24","Vuela corazón","Dasoul"
"25","Stressed out","Twenty One Pilots"
"26","Dark necessities","Red Hot Chili Peppers"
"27","Caos","Malú"
"28","Don't let me down","The Chainsmokers;Daya"
"29","Treat you better","Shawn Mendes"
"30","Sofia","Álvaro Soler"
"31","Come","Jain"
"32","Pequeña","Efecto Pasillo;Juan Magán"
"33","Don't you need somebody","RedOne;Enrique Iglesias;R. City;Serayah;Shaggy"
"34","La tormenta","Sidecars"
"35","California dreamin'","Freischwimmer"
"36","Raging","Kygo;Kodaline"
"37","This girl","Kungs;Cookin' On 3 Burners"
"38","Mira como vuelo","Miss Caffeina"
"39","Catch & release","Matt Simons;Deepend"
"40","Good lovin' 2.0","Sweet California"
