"","Song","Artist"
"1","Dance monkey","Tones and I"
"2","Tabú","Ava Max;Pablo Alborán"
"3","Memories","Maroon 5"
"4","Si por mí fuera","Beret"
"5","Ritmo (Bad boys for life)","J Balvin;The Black Eyed Peas"
"6","Don't start now","Dua Lipa"
"7","Indeciso","J Balvin;Lalo Ebratt;Reik"
"8","Me quedo",NA
"9","Yo x ti tú x mí","Ozuna;Rosalía"
"10","La mentira","Dani Martín"
"11","Only human","Jonas Brothers"
"12","Liar","Camila Cabello"
"13","Beautiful people","Ed Sheeran;Khalid"
"14","Dosis","ChocQuibTown;Dvicio;Reik"
"15","Qué bonito es querer","Manuel Carrasco"
"16","Atrapado","Estopa"
"17","Tutu","Camilo;Pedro Capó"
"18","A dónde vamos","Morat"
"19","Orphans","Coldplay"
"20","+","Aitana;Cali y El Dandee"
"21","How do you sleep?","Sam Smith"
"22","So am I","Ava Max"
"23","Mala santa","Becky G"
"24","Lie","Lukas Graham"
"25","Superpoderes","Leiva"
"26","Caída libre","Vanesa Martín"
"27","Nuestro tiempo","Amaral"
"28","Torn","Ava Max"
"29","Mama no","Pablo López"
"30","Mother","Charlie Puth"
"31","Atrévete","Nicky Jam;Sech"
"32","Circles","Post Malone"
"33","Soldadito de hierro","Nil Moliner;Dani Fernández"
"34","Ride it",NA
"35","Adore you","Harry Styles"
"36","Roxanne",NA
"37","Runaway","Daddy Yankee;Natti Natasha;Sebastián Yatra;Jonas Brothers"
"38","Piece of your heart","MEDUZA;Goodboys"
"39","China","Anuel AA;Daddy Yankee;J Balvin;Karol G;Ozuna"
"40","Someone you loved","Lewis Capaldi;Madism"
