"","Song","Artist"
"1","Problem","Ariana Grande;Iggy Azalea"
"2","Lovers on the sun","David Guetta;Sam Martin"
"3","Waves","Mr. Probz;Robin Schulz"
"4","Wiggle","Jason Derülo;Snoop Dogg"
"5","Am I wrong","Nico & Vinz"
"6","A sky full of stars","Coldplay"
"7","Rude","MAGIC!"
"8","Puppeteer","Auryn"
"9","Love runs out","OneRepublic"
"10","Stolen dance","Milky Chance"
"11","Summer","Calvin Harris"
"12","Ghost","Ella Henderson"
"13","Wasted","Tiësto;Matthew Koma"
"14","Bailando (English version)","Enrique Iglesias;Descemer Bueno;Gente de Zona;Sean Paul"
"15","Light me up (U.S. version)","Birdy"
"16","Million miles","Kylie Minogue"
"17","Maps","Maroon 5"
"18","All of me","John Legend"
"19","Shake it off","Taylor Swift"
"20","Mira dentro","Maldita Nerea"
"21","Take me home","Midnight Red"
"22","Deshazte de mi","Malú"
"23","Wasting your time","Carlos Jean"
"24","Chandelier","Sia"
"25","Me and my broken heart","Rixton"
"26","Come over","Clean Bandit;Stylo G"
"27","I will never let you down","Rita Ora"
"28","Prayer in C","Robin Schulz;Lilly Wood & The Prick;Robin Schulz"
"29","Don't stop","5SOS"
"30","Superheroes","The Script"
"31","Cola song","Inna;J Balvin"
"32","Always on my mind","Adelén"
"33","Birthday","Katy Perry"
"34","Bad girl","Lucy Paradise"
"35","Mi teatro","Dani Martín"
"36","Stay with me","Sam Smith"
"37","No amanece","David Bisbal"
"38","Human","Christina Perri"
"39","Por Reyes","Mr. Kilombo"
"40","All about that bass","Meghan Trainor"
