"","Song","Artist"
"1","Antes de que cuente diez","Fito & Fitipaldis"
"2","I gotta feeling","The Black Eyed Peas"
"3","Manos al aire","Nelly Furtado"
"4","Looking for paradise","Alejandro Sanz;Alicia Keys"
"5","Por quererte","Efecto Mariposa"
"6","Halo","Beyoncé"
"7","Esclavo de sus besos","David Bisbal"
"8","I'm yours","Jason Mraz"
"9","When love takes over","David Guetta;Kelly Rowland"
"10","Pick me up","Emilia de Poret"
"11","Ayo technology","Milow"
"12","Summercat","Billie The Vision & the Dancers"
"13","Mama do (Uh oh, uh oh)","Pixie Lott"
"14","La suerte de mi vida","El Canto del Loco"
"15","Solo quiero bailar","Zenttric"
"16","Happy","Leona Lewis"
"17","Moving","Macaco"
"18","Celebration (Dub mix)","Madonna;Paul Oakenfold"
"19","Breathe slow","Alesha Dixon"
"20","Que me queda","Antonio Orozco"
"21","Doesn't mean anything","Alicia Keys"
"22","Perdóname","Coti;Nena Daconte"
"23","La lluvia","María Villalón"
"24","Loba","Shakira"
"25","Rain","Mika"
"26","Te voy a decir una cosa","Amaia Montero"
"27","Colgando en tus manos","Carlos Baute;Marta Sánchez"
"28","Poker face","Lady GaGa"
"29","You know me","Robbie Williams"
"30","Tienes que hacerlo por ti","Calle París"
"31","Lovers in Japan","Coldplay"
"32","Russian roulette","Rihanna"
"33","Duele","Chenoa"
"34","Nada se compara a ti","Carlos Baute"
"35","Tengo","Macaco"
"36","We weren't born to follow","Bon Jovi"
"37","Lo hecho está hecho","Shakira"
"38","Recuérdame","Marc Anthony;La Quinta Estación"
"39","Si no estás","El Sueño de Morfeo"
"40","Rincón exquisito","Second"
