"","Song","Artist"
"1","Sweet but psycho","Ava Max"
"2","Vas a quedarte","Aitana"
"3","Lo siento","Beret"
"4","Love someone","Lukas Graham"
"5","Nothing breaks like a heart","Mark Ronson;Miley Cyrus"
"6","Mujer bruja","Lola Índigo;Mala Rodríguez"
"7","Kiss and make up","Dua Lipa;Black Pink"
"8","Perdón","David Bisbal;Greeicy"
"9","Say my name","Bebe Rexha;David Guetta;J Balvin"
"10","Tu refugio (Nueva versión)","Pablo Alborán"
"11","Shotgun","George Ezra"
"12","Bajito","Ana Guerra"
"13","Taki taki","DJ Snake;Cardi B;Ozuna;Selena Gomez"
"14","No te preocupes por mí","Leiva"
"15","No tengo nada","Alejandro Sanz"
"16","Promises","Calvin Harris;Sam Smith"
"17","Déjame ser","Manuel Carrasco"
"18","Angels","Tom Walker"
"19","Loca","Álvaro Soler"
"20","Inventas","Vanesa Martín"
"21","Let you love me","Rita Ora"
"22","Cuando nadie ve","Morat"
"23","Without me","Halsey"
"24","5 sentidos","Dvicio;Taburete"
"25","High hopes","Panic! at the Disco"
"26","Giant","Calvin Harris;Rag'n'Bone Man"
"27","No volveré (A seguir tus pasos)","Blas Cantó"
"28","Qué tienes tú","Dvicio;Jesús Navarro;Mau y Ricky"
"29","Blow that smoke","Major Lazer;Tove Lo"
"30","Be alright","Dean Lewis"
"31","Desprevenida","Malú"
"32","Girls like you","Maroon 5;Cardi B"
"33","I wish you were here","HRVY"
"34","Thank u, next","Ariana Grande"
"35","No te enamores","Efecto Pasillo"
"36","In my mind","Dynoro;Gigi D'Agostino"
"37","Ya no quiero ná","Lola Índigo"
"38","2002","Anne-Marie"
"39","Happier","Ed Sheeran"
"40","Don't leave me alone","David Guetta;Anne-Marie"
