"","Song","Artist"
"1","Heathens","Twenty One Pilots"
"2","Safari","J Balvin;BIA;Pharrell Williams;Sky Rompiendo"
"3","Lost on you","LP"
"4","The greatest","Sia;Kendrick Lamar"
"5","Starboy","The Weeknd;Daft Punk"
"6","24k magic","Bruno Mars"
"7","Chantaje","Shakira;Maluma"
"8","Sincericidio","Leiva"
"9","Let me love you","DJ Snake;Justin Bieber"
"10","Quiero que sepas","Juan Magán"
"11","Gyal you a party animal","Charly Black"
"12","Shout out to my ex","Little Mix"
"13","Antes que no","David Bisbal"
"14","In the name of love","Martin Garrix;Bebe Rexha"
"15","Carreteras infinitas","Sidonie"
"16","Love my life","Robbie Williams"
"17","My way","Calvin Harris"
"18","Los charcos","Dani Martín"
"19","Don't wanna know","Maroon 5;Kendrick Lamar"
"20","Fuego","Juanes"
"21","Perfect strangers","Jonas Blue;JP Cooper"
"22","Good life","Sweet California"
"23","Verano","La Oreja de Van Gogh"
"24","Kiss the sky","Jason Derülo"
"25","I believe in you","Michael Bublé"
"26","Say you won't let go","James Arthur"
"27","Borro cassette","Maluma"
"28","Closer","The Chainsmokers;Halsey"
"29","Todas las promesas","Dasoul"
"30","Blow your mind (Mwah)","Dua Lipa"
"31","Don't you know","Kungs;Jamie N Commons"
"32","All night","Crystal Fighters"
"33","Yo quiero vivir","Manuel Carrasco"
"34","The ocean","Mike Perry;Shy Martin"
"35","Cuando no me ves","Love of Lesbian"
"36","Ácido","Miss Caffeina"
"37","Ain't my fault","Zara Larsson"
"38","Run","Furious Monkey House"
"39","Cuánto me duele","Morat"
"40","Human","Rag'n'Bone Man"
