"","Song","Artist"
"1","¡Eres tonto!","El Canto del Loco"
"2","Rehab","Amy Winehouse"
"3","Cuando amanece","Estopa"
"4","Don't stop the music","Rihanna"
"5","Puede ser","Conchita"
"6","Bleeding love","Leona Lewis"
"7","4 minutes","Madonna;Justin Timberlake;Timbaland"
"8","Apologize","OneRepublic"
"9","Si no te hubieras ido","Maná"
"10","Como un lobo","Miguel Bosé;Bimba Bosé"
"11","Kamikaze","Amaral"
"12","No estamos solos","Eros Ramazzotti;Ricky Martin"
"13","Say it right","Nelly Furtado"
"14","Don't jump","Tokio Hotel"
"15","Estrella polar","Pereza;Juan Aguirre"
"16","Mercy","Duffy"
"17","No one","Alicia Keys"
"18","In my arms","Kylie Minogue"
"19","Papeles mojados","Chambao"
"20","Lo mismo","No Way Out"
"21","Beautiful girls","Sean Kingston"
"22","El bolsillo del revés","Chenoa"
"23","Roto por dentro","M-Clan"
"24","Cuando me vaya","Melocos;Natalia Jiménez"
"25","Serenade07","Dover"
"26","No estés triste","Manolo García"
"27","Cada dos minutos","Despistaos"
"28","Me gustaría","MísterCometa"
"29","Violet hill","Coldplay"
"30","Pretendo hablarte","Beatriz Luengo"
"31","Supernatural superserious","R.E.M."
"32","Gotas de agua dulce","Juanes"
"33","Love song","Sara Bareilles"
"34","Déjame vivir","Jarabe de Palo;LaMari"
"35","Crime","Najwajean"
"36","Bella traición","Belinda"
"37","Sin ti","Pignoise"
"38","I'll be waiting","Lenny Kravitz"
"39","Sola en el silencio","Angy"
"40","Baila mi corazón","Belanova"
