"","Song","Artist"
"1","Hot n cold","Katy Perry"
"2","Colgando en tus manos","Carlos Baute;Marta Sánchez"
"3","I'm yours","Jason Mraz"
"4","Moving","Macaco"
"5","When the sun comes down","R.I.O."
"6","Estoy enfermo","Pignoise;Melendi"
"7","Poker face","Lady GaGa"
"8","4 segundos","Amaia Montero"
"9","Piratas del bar Caribe","Melendi"
"10","Infinity 2008","Guru Josh Project;Klaas"
"11","Por quererte","Efecto Mariposa"
"12","Si no estás","El Sueño de Morfeo"
"13","The boy does nothing","Alesha Dixon"
"14","Que te quería","La Quinta Estación"
"15","La suerte de mi vida","El Canto del Loco"
"16","This is the life","Amy MacDonald"
"17","Me fuí","Bebe"
"18","Halo","Beyoncé"
"19","Pick me up","Emilia de Poret"
"20","Paranoid","Jonas Brothers"
"21","Loba","Shakira"
"22","Human","The Killers"
"23","Solo quiero bailar","Zenttric"
"24","Causa y efecto","Paulina Rubio"
"25","I gotta feeling","The Black Eyed Peas"
"26","Manos al aire","Nelly Furtado"
"27","El aleph","Nena Daconte"
"28","Tú sólo tú","Calle París"
"29","Viva la vida","Coldplay"
"30","Summercat","Billie The Vision & the Dancers"
"31","Europa VII","La Oreja de Van Gogh"
"32","Broken strings","James Morrison;Nelly Furtado"
"33","Perdóname","Amaral"
"34","Acto III (Horseshoes and handgrenades) - 21 guns","Green Day"
"35","Your mind is on the run","The Monomes"
"36","Just dance","Lady GaGa;Colby O'Donis"
"37","When love takes over","David Guetta;Kelly Rowland"
"38","Magnificent","U2"
"39","La mejor noche de mi vida","Wagon Folk"
"40","Womanizer","Britney Spears"
