"","Song","Artist"
"1","Attention","Charlie Puth"
"2","Solo si es contigo","Bombai;Bebe"
"3","2U","David Guetta;Justin Bieber"
"4","Yo contigo, tú conmigo (The gong gong song)","Morat;Álvaro Soler"
"5","Thunder","Imagine Dragons"
"6","Mi gente","J Balvin;Willy William"
"7","Issues","Julia Michaels"
"8","Symphony","Clean Bandit;Zara Larsson"
"9","Malibu","Miley Cyrus"
"10","Wild thoughts","DJ Khaled;Bryson Tiller;Rihanna"
"11","Felices los 4","Maluma"
"12","Sign of the times","Harry Styles"
"13","Despacito","Luis Fonsi;Daddy Yankee"
"14","Galway girl","Ed Sheeran"
"15","No vacancy (Latin version)","OneRepublic;Sebastián Yatra"
"16","Hey ma (Spanish version)","J Balvin;Pitbull;Camila Cabello"
"17","Breaking bad","Leiva"
"18","Mala mujer","C. Tangana"
"19","Feels","Calvin Harris;Big Sean;Katy Perry;Pharrell Williams"
"20","Me rehúso","Danny Ocean"
"21","Bailarina","Maldita Nerea"
"22","Instruction","Jax Jones;Demi Lovato;Stefflon Don"
"23","Carita de buena","Efecto Pasillo"
"24","Swalla","Jason Derülo;Nicki Minaj;Ty Dolla $ign"
"25","Me enamoré","Shakira"
"26","Sirenas","Taburete"
"27","The way I are (Dance with somebody)","Bebe Rexha;Lil Wayne"
"28","Ahora lloras tú","Ana Mena;CNCO"
"29","Versace on the floor","Bruno Mars;David Guetta"
"30","Loco de amor",NA
"31","Mama","Jonas Blue;William Singe"
"32","Que se mueran de envidia","Dani Martín;Carla Morrison"
"33","How we dream","Maico"
"34","Crying in the club","Camila Cabello"
"35","El ratico","Juanes;Kali Uchis"
"36","There's nothing holdin' me back","Shawn Mendes"
"37","El peor grupo del mundo","Sidonie"
"38","Mi vida sin ti","Bromas Aparte"
"39","Cosas que no se pagan con dinero","Marlon"
"40","Everything now","Arcade Fire"
