"","Song","Artist"
"1","Russian roulette","Rihanna"
"2","Ayo technology","Milow"
"3","Quiero aprender de ti","El Canto del Loco"
"4","Antes de que cuente diez","Fito & Fitipaldis"
"5","La lluvia","María Villalón"
"6","Bad romance","Lady GaGa"
"7","Que nadie","Manuel Carrasco;Malú"
"8","Happy","Leona Lewis"
"9","Esclavo de sus besos","David Bisbal"
"10","I gotta feeling","The Black Eyed Peas"
"11","Por quererte","Efecto Mariposa"
"12","Looking for paradise","Alejandro Sanz;Alicia Keys"
"13","Sweet dreams","Beyoncé"
"14","Lucky","Jason Mraz;Colbie Caillat"
"15","Doesn't mean anything","Alicia Keys"
"16","Lo hecho está hecho","Shakira"
"17","Con sólo una mirada","Georgina"
"18","You know me","Robbie Williams"
"19","Rain","Mika"
"20","Desde cuando","Alejandro Sanz"
"21","Let's get excited","Alesha Dixon"
"22","Manos al aire","Nelly Furtado"
"23","Diez minutos","Efecto Mariposa"
"24","Meet me halfway","The Black Eyed Peas"
"25","We weren't born to follow","Bon Jovi"
"26","Tik tok","Ke$ha"
"27","Tengo","Macaco"
"28","Falling in love","McFly"
"29","Cosas que suenan a...","Maldita Nerea"
"30","Mama do (Uh oh, uh oh)","Pixie Lott"
"31","Lady Madrid","Pereza"
"32","Más","Nelly Furtado"
"33","Que me queda","Antonio Orozco"
"34","Get to you","James Morrison"
"35","This is it","Michael Jackson"
"36","Halo","Beyoncé"
"37","Solo quiero bailar","Zenttric"
"38","Como una vela","Melendi"
"39","When love takes over","David Guetta;Kelly Rowland"
"40","Breathe slow","Alesha Dixon"
