"","Song","Artist"
"1","One kiss","Calvin Harris;Dua Lipa"
"2","La cintura","Álvaro Soler"
"3","Leave a light on","Tom Walker"
"4","Solo","Clean Bandit;Demi Lovato"
"5","Usted","Juan Magán;Mala Rodríguez"
"6","Flames","David Guetta;Sia"
"7","Déjala que baile","Melendi;Alejandro Sanz;Arkano"
"8","Fuego","Eleni Foureira"
"9","1, 2, 3","Sofía Reyes;De la Ghetto;Jason Derülo"
"10","Teléfono","Aitana"
"11","La llave","Pablo Alborán;Piso 21"
"12","Back to you","Selena Gomez"
"13","A partir de hoy","David Bisbal;Sebastián Yatra"
"14","Better now","Post Malone"
"15","Mad love","Sean Paul;Becky G;David Guetta"
"16","Belerofón","Taburete"
"17","Clandestino","Maluma;Shakira"
"18","Gira",NA
"19","These days","Rudimental;Dan Caplen;Jess Glynne;Macklemore"
"20","Ni la hora","Ana Guerra;Juan Magán"
"21","Te esperaré toda la vida","Dani Fernández"
"22","Contradicción","Malú"
"23","Friends","Anne-Marie;marshmello"
"24","Superhéroes","Bombai"
"25","Happier","Ed Sheeran"
"26","Lo malo","Aitana;Ana Guerra"
"27","Ya es hora",NA
"28","Girls like you","Maroon 5;Cardi B"
"29","Qué tienes tú","Dvicio;Mau y Ricky;Reik"
"30","No tears left to cry","Ariana Grande"
"31","Déjala que vuelva","Piso 21;Manuel Turizo"
"32","No es justo","J Balvin;Zion & Lennox"
"33","Él no soy yo","Blas Cantó"
"34","I like it","Cardi B;Bad Bunny;J Balvin"
"35","The middle","Maren Morris;Zedd;Grey"
"36","Hey hey","Maico"
"37","Never be the same","Camila Cabello"
"38","Amasijo de huesos","Sidecars"
"39","Dieciocho","Dani Martín"
"40","El préstamo","Maluma"
