"","Song","Artist"
"1","The time (Dirty bit)","The Black Eyed Peas"
"2","Love the way you lie","Eminem;Rihanna"
"3","Hold my hand","Michael Jackson;Akon"
"4","Loca","Shakira;El Cata"
"5","Who's that chick?","David Guetta;Rihanna"
"6","Mira la vida","Dani Martín"
"7","Barbie de extrarradio","Melendi"
"8","Only girl (In the world)","Rihanna"
"9","Tú mirada me hace grande","Maldita Nerea"
"10","Cry cry","Oceana"
"11","Just the way you are","Bruno Mars"
"12","Con la mano levantá","Macaco;Estopa"
"13","Barbra Streisand","Duck Sauce"
"14","Dynamite","Taio Cruz"
"15","Dj got us fallin' in love","Usher"
"16","Me acordé de ti","Fito & Fitipaldis"
"17","Turn around (5, 4, 3, 2, 1)","Flo Rida"
"18","Get outta my way","Kylie Minogue"
"19","Sale el sol","Shakira"
"20","Firework","Katy Perry"
"21","The flood","Take That"
"22","Cooler than me","Mike Posner"
"23","Tonight (I'm lovin' you)","Enrique Iglesias;DJ Frank E;Ludacris"
"24","We r who we r","Ke$ha"
"25","Billionaire","Travie McCoy;Bruno Mars"
"26","Blanco y negro","Malú"
"27","Club can't handle me","Flo Rida;David Guetta"
"28","Buscando el sol","El Pescao"
"29","Lo que no ves","POL 3.14"
"30","Teenage dream","Katy Perry"
"31","Cuatro elementos","La Musicalité;El Sueño de Morfeo"
"32","Stay the night","James Blunt"
"33","Lola soledad","Alejandro Sanz"
"34","Need you now","Lady Antebellum"
"35","No te invite a dormir","Nena Daconte"
"36","Alejandro","Lady GaGa"
"37","El secreto de las tortugas","Maldita Nerea"
"38","Quién te quiere como yo","Carlos Baute"
"39","Cama vacía","Pignoise"
"40","Lo mejor de mi vida eres tú","Ricky Martin;Natalia Jiménez"
