"","Song","Artist"
"1","Somebody that I used to know","Gotye;Kimbra"
"2","No hay 2 sin 3 (Gol)","Cali y Dandee;David Bisbal"
"3","Dance again","Jennifer López;Pitbull"
"4","Call me maybe","Carly Rae Jepsen"
"5","Rayos de sol","Jose de Rico & Henry Méndez"
"6","Boys will be boys","Paulina Rubio"
"7","Euphoria","Loreen"
"8","Te he echado de menos","Pablo Alborán"
"9","Payphone","Maroon 5;Wiz Khalifa"
"10","Yo te esperaré","Cali y Dandee"
"11","Starships","Nicki Minaj"
"12","Se vuelve loca","Juan Magán"
"13","Stronger (What doesn't kill you)","Kelly Clarkson"
"14","Twilight","Cover Drive"
"15","She doesn't mind","Sean Paul"
"16","Me pones tierno","Rasel;Carlos Baute"
"17","Me quedaré","Estopa"
"18","Tacatá","Tacabro"
"19","Wild ones","Flo Rida;Sia"
"20","En el mundo genial de las cosas que dices","Maldita Nerea"
"21","Addicted to you (Arbadel re-work mix)","Shakira"
"22","Breathing","Jason Derülo"
"23","Timebomb","Kylie Minogue"
"24","Fight for life","Carlos Jean;Alex Shaker;Daniel Martín;Lucía Scansetti"
"25","1.000.000","Alexandra Stan;Carlprit"
"26","Princess of China","Coldplay;Rihanna"
"27","We are young","Fun.;Janelle Monaé"
"28","Someone like you","Adele"
"29","The one that got away","Katy Perry"
"30","Buy the Dj a round","Xuso Jones;Flii Stylz"
"31","Love is the only way","Macaco"
"32","Mama luba","Serebro"
"33","Pan y mantequilla","Efecto Pasillo"
"34","Dejarse la piel","Lagarto Amarillo"
"35","In your head","Mohombi"
"36","Drive by","Train"
"37","Silenced by the night","Keane"
"38","International love","Pitbull;Chris Brown"
"39","Levels","Avicii;Etta James"
"40","Real woman","Chila Lynn"
