"","Song","Artist"
"1","Don't stop the music","Rihanna"
"2","Estrella polar","Pereza;Juan Aguirre"
"3","Cuando me vaya","Melocos;Natalia Jiménez"
"4","Papeles mojados","Chambao"
"5","Say it right","Nelly Furtado"
"6","Me enamora","Juanes"
"7","No one","Alicia Keys"
"8","Cada dos minutos","Despistaos"
"9","Ojala pudiera borrarte","Maná"
"10","Monsoon","Tokio Hotel"
"11","Cuando amanece","Estopa"
"12","Todo irá bien","Chenoa"
"13","Bleeding love","Leona Lewis"
"14","Sueños rotos","La Quinta Estación"
"15","Rehab","Amy Winehouse"
"16","Como un lobo","Miguel Bosé;Bimba Bosé"
"17","Into the night",NA
"18","Déjame vivir","Jarabe de Palo;LaMari"
"19","When I'm gone","Simple Plan"
"20","1973","James Blunt"
"21","Nada que perder","Conchita"
"22","¿Quién?","Efecto Mariposa"
"23","Gotas de agua dulce","Juanes"
"24","In my arms","Kylie Minogue"
"25","Soldier","Dover"
"26","Sola en el silencio","Angy"
"27","Roto por dentro","M-Clan"
"28","Cal y arena","Merche"
"29","Y te vas","Motel"
"30","Relax, take it easy","Mika"
"31","Umbrella","Rihanna"
"32","Bella traición","Belinda"
"33","Fuego en el fuego","Eros Ramazzotti;Santana"
"34","Serenade07","Dover"
"35","Grandes despedidas","Pastora"
"36","Hot summer night (Oh la la la)","David Tavaré;2 Eivissa"
"37","Para ti sería","Nek;El Sueño de Morfeo"
"38","Apologize","OneRepublic"
"39","Won't go home without you","Maroon 5"
"40","All good things (Come to an end)","Nelly Furtado"
