"","Song","Artist"
"1","Stitches","Shawn Mendes"
"2","Hotline bling","Drake"
"3","Love yourself","Justin Bieber"
"4","Sorry","Justin Bieber"
"5","Hundred miles","YALL;Gabriela Richardson"
"6","Ex's & Oh's","Elle King"
"7","Easy love","Sigala"
"8","Lush life","Zara Larsson"
"9","Sax","Fleur East"
"10","Bang my head","David Guetta;Fetty Wap;Sia"
"11","The hills","The Weeknd"
"12","Adventure of a lifetime","Coldplay"
"13","Work","Rihanna;Drake"
"14","Light it up","Major Lazer;Fuse ODG;NYLA"
"15","Runnin' (Lose it all)","Naughty Boy;Arrow Benjamin;Beyoncé"
"16","Tu enemigo","Pablo López;Juanes"
"17","When we were young","Adele"
"18","Catch & release","Matt Simons;Deepend"
"19","Sugar","Robin Schulz;Francesco Yates"
"20","Electric","Auryn"
"21","Something in the way you move","Ellie Goulding"
"22","The girl is mine","99 Souls;Brandy;Destiny's Child"
"23","Adore","Jasmine Thompson"
"24","Hello","Adele"
"25","Ginza","J Balvin"
"26","Here","Alessia Cara"
"27","Keeping your head up","Birdy"
"28","Down with ya","Sweet California;Madcon"
"29","Here for you","Kygo;Ella Henderson"
"30","Si me porto mal","Dasoul"
"31","You don't own me","Grace;G-Eazy"
"32","What do you mean?","Justin Bieber"
"33","Ya no","Manuel Carrasco"
"34","Old school","Abraham Mateo"
"35","El mismo sol (Under the same sun) (Spanglish version)","Álvaro Soler;Jennifer López"
"36","How deep is your love","Calvin Harris;Disciples"
"37","Locked away","R. City;Adam Levine"
"38","Si te vienes a bailar","Efecto Pasillo"
"39","Perfect","One Direction"
"40","Don't be so hard on yourself","Jess Glynne"
