"","Song","Artist"
"1","Gangnam style","PSY"
"2","Diamonds","Rihanna"
"3","This is love","Will.I.Am;Eva Simons"
"4","Tanto","Pablo Alborán"
"5","We are never ever getting back together","Taylor Swift"
"6","Girl on fire","Alicia Keys"
"7","Locked out of heaven","Bruno Mars"
"8","One more night","Maroon 5"
"9","Don't stop the party","Pitbull;TJR"
"10","Die young","Ke$ha"
"11","Set fire to the rain","Adele"
"12","La respuesta no es la huida","Maldita Nerea"
"13","Hall of fame","The Script;Will.I.Am"
"14","Candy","Robbie Williams"
"15","Wide awake","Katy Perry"
"16","Te voy a esperar","Juan Magán;Belinda"
"17","Culpable","Lagarto Amarillo"
"18","Don't give up my game","Auryn"
"19","Lágrimas desordenadas","Melendi"
"20","Finally found you","Enrique Iglesias;Sammy Adams"
"21","Live while we're young","One Direction"
"22","Little talks","Of Monsters and Men"
"23","Mi marciana","Alejandro Sanz"
"24","Whistle","Flo Rida"
"25","Don't you worry child","Swedish House Mafia;John Martin"
"26","Empanados","Estopa"
"27","Call me maybe","Carly Rae Jepsen"
"28","Noche de estrellas","Jose de Rico & Henry Méndez;Jay Santos"
"29","Numb","Usher"
"30","Just one last time","David Guetta;Taped Rai"
"31","Blow me (One last kiss)","P!nk"
"32","Celebrating life","Xuso Jones"
"33","Lo que pueda ser","La Musicalité"
"34","Don't wake me up","Chris Brown"
"35","Brindo por ti","Macaco"
"36","My heart is refusing me","Loreen"
"37","Se vende","Alejandro Sanz"
"38","Pan y mantequilla","Efecto Pasillo"
"39","Celebrate","Mika;Pharrell Williams"
"40","We are young","Fun.;Janelle Monaé"
