"","Song","Artist"
"1","This is love","Will.I.Am;Eva Simons"
"2","Diamonds","Rihanna"
"3","Gangnam style","PSY"
"4","Tanto","Pablo Alborán"
"5","Girl on fire","Alicia Keys"
"6","We are never ever getting back together","Taylor Swift"
"7","Locked out of heaven","Bruno Mars"
"8","Set fire to the rain","Adele"
"9","One more night","Maroon 5"
"10","Don't stop the party","Pitbull;TJR"
"11","Die young","Ke$ha"
"12","Wide awake","Katy Perry"
"13","Candy","Robbie Williams"
"14","La respuesta no es la huida","Maldita Nerea"
"15","Te voy a esperar","Juan Magán;Belinda"
"16","Hall of fame","The Script;Will.I.Am"
"17","Lágrimas desordenadas","Melendi"
"18","Don't give up my game","Auryn"
"19","Whistle","Flo Rida"
"20","Finally found you","Enrique Iglesias;Sammy Adams"
"21","Culpable","Lagarto Amarillo"
"22","Live while we're young","One Direction"
"23","Se vende","Alejandro Sanz"
"24","Celebrating life","Xuso Jones"
"25","Little talks","Of Monsters and Men"
"26","Call me maybe","Carly Rae Jepsen"
"27","Noche de estrellas","Jose de Rico & Henry Méndez;Jay Santos"
"28","Empanados","Estopa"
"29","Blow me (One last kiss)","P!nk"
"30","Don't you worry child","Swedish House Mafia;John Martin"
"31","Mi marciana","Alejandro Sanz"
"32","Lo que pueda ser","La Musicalité"
"33","Numb","Usher"
"34","Pan y mantequilla","Efecto Pasillo"
"35","Just one last time","David Guetta;Taped Rai"
"36","Don't wake me up","Chris Brown"
"37","My heart is refusing me","Loreen"
"38","Celebrate","Mika;Pharrell Williams"
"39","We are young","Fun.;Janelle Monaé"
"40","Somebody that I used to know","Gotye;Kimbra"
