"","Song","Artist"
"1","Lean on","Major Lazer;DJ Snake;MØ"
"2","Want to want me","Jason Derülo"
"3","See you again","Wiz Khalifa;Charlie Puth"
"4","Él no te da","Dasoul"
"5","Are you with me","Lost Frequencies"
"6","King","Years & Years"
"7","Cheerleader","OMI;Felix Jaehn"
"8","Hold my hand","Jess Glynne"
"9","El perdón","Nicky Jam;Enrique Iglesias"
"10","I really like you","Carly Rae Jepsen"
"11","Heroes","Måns Zelmerlöw"
"12","Cuando me siento bien","Efecto Pasillo"
"13","Firestone","Kygo;Conrad"
"14","Bills","LunchMoney Lewis"
"15","Five more hours","Chris Brown;Deorro"
"16","G.D.F.R. (Going down for real)","Flo Rida;LooKas;Sage The Gemini"
"17","Style","Taylor Swift"
"18","Mi nuevo vicio","Paulina Rubio;Morat"
"19","Hey babe!","Calum"
"20","Sugar","Maroon 5"
"21","Come together","Echosmith"
"22","Like I can","Sam Smith"
"23","Earned it","The Weeknd"
"24","Kill me (And make it quick)","Amelie"
"25","Mi verdad","Maná;Shakira"
"26","Hoy será","Antonio Orozco"
"27","I'm an Albatraoz","AronChupa"
"28","Lifetime","Alexander Som;Carlos Jean"
"29","Volar","Macaco"
"30","Shut up and dance","Walk the Moon"
"31","Good to be bad (Miedo a querer)","Paula Rojo"
"32","Won't stop","Electric Nana"
"33","Un zombie a la intemperie","Alejandro Sanz"
"34","Walk","Kwabs"
"35","La promesa","Melendi"
"36","Hold back the river","James Bay"
"37","No pide tanto, idiota","Maldita Nerea"
"38","Love me like you do","Ellie Goulding"
"39","Eio","Lucy Paradise"
"40","Fourfiveseconds","Rihanna;Kanye West;Paul McCartney"
