"","Song","Artist"
"1","One dance","Drake;Kyla;WizKid"
"2","Can't stop the feeling","Justin Timberlake"
"3","This is what you came for","Calvin Harris;Rihanna"
"4","Cómo te atreves","Morat"
"5","This one's for you","David Guetta;Zara Larsson"
"6","Ain't your mama","Jennifer López"
"7","I took a pill in Ibiza (Explicit version)","Mike Posner;SeeB"
"8","Baila conmigo","Juan Magán;Luciana"
"9","Las ganas","Dani Martín"
"10","Duele el corazón","Enrique Iglesias;Wisin"
"11","Don't let me down","The Chainsmokers;Daya"
"12","Wherever I go","OneRepublic"
"13","Work from home","Fifth Harmony;Ty Dolla $ign"
"14","This girl","Kungs;Cookin' On 3 Burners"
"15","Treat you better","Shawn Mendes"
"16","Send my love (To your new lover)","Adele"
"17","In common","Alicia Keys"
"18","Cake by the ocean","DNCE"
"19","Dark necessities","Red Hot Chili Peppers"
"20","No","Meghan Trainor"
"21","We don't talk anymore","Charlie Puth;Selena Gomez"
"22","Cheap thrills","Sia;Sean Paul"
"23","Me, myself & I","G-Eazy;Bebe Rexha"
"24","Vuela corazón","Dasoul"
"25","Who's loving you","Auryn;Anastacia"
"26","Caos","Malú"
"27","Middle","DJ Snake;Bipolar Sunshine"
"28","California dreamin'","Freischwimmer"
"29","Mira como vuelo","Miss Caffeina"
"30","Don't you need somebody","RedOne;Enrique Iglesias;R. City;Serayah;Shaggy"
"31","Pequeña","Efecto Pasillo;Juan Magán"
"32","La tormenta","Sidecars"
"33","No money","Galantis"
"34","Sincericidio","Leiva"
"35","Faded","Alan Walker;Iselin Solheim"
"36","Close","Nick Jonas;Tove Lo"
"37","Una vez más",NA
"38","Hymn for the weekend","Coldplay;Beyoncé"
"39","7 Years","Lukas Graham"
"40","Stressed out","Twenty One Pilots"
