"","Song","Artist"
"1","I kissed a girl","Katy Perry"
"2","Viva la vida","Coldplay"
"3","Tenía tanto que darte","Nena Daconte"
"4","Hemicraneal","Estopa"
"5","Peter Pan","El Canto del Loco"
"6","Quiero ser","Amaia Montero"
"7","If I were a boy","Beyoncé"
"8","Un violinista en tu tejado","Melendi"
"9","Odio por amor","Juanes"
"10","Por mi tripa","Pereza"
"11","Tarde de domingo rara","Amaral"
"12","Better in time","Leona Lewis"
"13","No dudaría","Rosario"
"14","Superwoman","Alicia Keys"
"15","Quiero un camino","Taxi;Álvaro Urquijo"
"16","Inmortal","La Oreja de Van Gogh"
"17","I can feel you","Anastacia"
"18","Stop and stare","OneRepublic"
"19","Greatest day","Take That"
"20","Pretendo hablarte","Beatriz Luengo"
"21","Te esperaré","Calle París"
"22","S.O.S.","Jonas Brothers"
"23","Sígueme","Manuel Carrasco"
"24","The man who can't be moved","The Script"
"25","Love, love, love","James Blunt"
"26","Retales de una vida","Celtas Cortos"
"27","Walking away","Craig David;Álex Ubago"
"28","Back to black","Amy Winehouse"
"29","Tiempo pequeño","Revólver"
"30","Rain on your parade","Duffy"
"31","The lovers are losing","Keane"
"32","Disturbia","Rihanna"
"33","Lo que quiero, lo que soy","Sr. Trepador"
"34","Human","The Killers"
"35","Poco a poco","The Cabriolets"
"36","Sube a mi cohete","Pignoise"
"37","Give it 2 me","Madonna"
"38","Diary of a smoker","The Monomes"
"39","Hay muy poca gente","Bunbury"
"40","I'll be waiting","Lenny Kravitz"
