"","Song","Artist"
"1","Swalla","Jason Derülo;Nicki Minaj;Ty Dolla $ign"
"2","Felices los 4","Maluma"
"3","Issues","Julia Michaels"
"4","Symphony","Clean Bandit;Zara Larsson"
"5","Malibu","Miley Cyrus"
"6","Me enamoré","Shakira"
"7","Sign of the times","Harry Styles"
"8","Despacito","Luis Fonsi;Daddy Yankee;Justin Bieber"
"9","Attention","Charlie Puth"
"10","Solo si es contigo","Bombai;Bebe"
"11","There's nothing holdin' me back","Shawn Mendes"
"12","Hey ma (Spanish version)","J Balvin;Pitbull;Camila Cabello"
"13","In your bed","Blas Cantó"
"14","Y, ¿si fuera ella?","Abel Pintos;Antonio Carmona;Antonio Orozco;David Bisbal;India Martínez;Jesse & Joy;Juanes;Laura "
"15","Way down we go","Kaleo"
"16","El ratico","Juanes;Kali Uchis"
"17","Shape of you","Ed Sheeran"
"18","Ahora lloras tú","Ana Mena;CNCO"
"19","Thunder","Imagine Dragons"
"20","Sirenas","Taburete"
"21","The way I are (Dance with somebody)","Bebe Rexha;Lil Wayne"
"22","Súbeme la radio","Enrique Iglesias;Descemer Bueno;Zion & Lennox"
"23","You don't know me","Jax Jones;Raye"
"24","Rápido, brusco, violento","Juan Magán;Boni & Kelly"
"25","Crying in the club","Camila Cabello"
"26","I.M.T. (Incapacidad Moral Transitoria)","Love of Lesbian"
"27","Something just like this","The Chainsmokers;Coldplay"
"28","Breaking bad","Leiva"
"29","Mi vida sin ti","Bromas Aparte"
"30","Bailarina","Maldita Nerea"
"31","Cosas que no se pagan con dinero","Marlon"
"32","Complicidad","Vanesa Martín"
"33","When the mind wanders","Carlos Marco"
"34","No vacancy (Latin version)","OneRepublic;Sebastián Yatra"
"35","Together","YALL;Mandy Díaz"
"36","Lumbra","Cali y El Dandee;Shaggy"
"37","It ain't me","Kygo;Selena Gomez"
"38","Humo","Jarabe de Palo"
"39","Carita de buena","Efecto Pasillo"
"40","I don't need to be you","Barei"
