"","Song","Artist"
"1","I don't care","Ed Sheeran;Justin Bieber"
"2","High hopes","Panic! at the Disco"
"3","Say my name","Bebe Rexha;David Guetta;J Balvin"
"4","Sucker","Jonas Brothers"
"5","Con altura","El Guincho;J Balvin;Rosalía"
"6","Presiento","Aitana;Morat"
"7","5 sentidos","Dvicio;Taburete"
"8","ME!","Taylor Swift;Brendon Urie"
"9","Calma (Alicia remix)","Alicia Keys;Farruko;Pedro Capó"
"10","Sweet but psycho","Ava Max"
"11","R.I.P.","Anitta;Rita Ora;Sofía Reyes"
"12","Speechless","Robin Schulz;Erika Sirola"
"13","Don't call me up","Mabel"
"14","No te preocupes por mí","Leiva"
"15","Dancing with a stranger","Sam Smith;Normani"
"16","Walk me home","P!nk"
"17","Fading","Alle Farben;ILIRA"
"18","Mi persona favorita","Alejandro Sanz;Camila Cabello"
"19","Te echo de menos","Beret"
"20","Swing","Danny Ocean"
"21","HP","Maluma"
"22","Mujer bruja","Mala Rodríguez;Lola Índigo"
"23","Vuela (Beach pop)","Bombai"
"24","Close to me","Diplo;Ellie Goulding;Swae Lee"
"25","Obsessed",NA
"26","Pa' dentro","Ana Mena;Sean Kingston"
"27","Mares igual que tú","Amaral"
"28","Bailo la pena","Macaco"
"29","No te enamores","Efecto Pasillo"
"30","Merlí","Miss Caffeina"
"31","Bajito","Ana Guerra"
"32","Disparos","Dani Fernández"
"33","Love someone","Lukas Graham"
"34","De tus ojos","Vanesa Martín;Carlos Jean"
"35","Guay","Sweet California"
"36","Don't worry bout me","Zara Larsson"
"37","Someone you loved","Lewis Capaldi;Madism"
"38","Déjame ser","Manuel Carrasco"
"39","Giant","Calvin Harris;Rag'n'Bone Man"
"40","Nothing breaks like a heart","Mark Ronson;Miley Cyrus"
