"","Song","Artist"
"1","Somebody that I used to know","Gotye;Kimbra"
"2","No hay 2 sin 3 (Gol)","Cali y Dandee;David Bisbal"
"3","Dance again","Jennifer López;Pitbull"
"4","Rayos de sol","Jose de Rico & Henry Méndez"
"5","Te he echado de menos","Pablo Alborán"
"6","Yo te esperaré","Cali y Dandee"
"7","Boys will be boys","Paulina Rubio"
"8","Call me maybe","Carly Rae Jepsen"
"9","Payphone","Maroon 5;Wiz Khalifa"
"10","Euphoria","Loreen"
"11","Stronger (What doesn't kill you)","Kelly Clarkson"
"12","Twilight","Cover Drive"
"13","She doesn't mind","Sean Paul"
"14","Se vuelve loca","Juan Magán"
"15","Me quedaré","Estopa"
"16","1.000.000","Alexandra Stan;Carlprit"
"17","Me pones tierno","Rasel;Carlos Baute"
"18","Starships","Nicki Minaj"
"19","Wild ones","Flo Rida;Sia"
"20","Breathing","Jason Derülo"
"21","En el mundo genial de las cosas que dices","Maldita Nerea"
"22","Tacatá","Tacabro"
"23","Someone like you","Adele"
"24","Addicted to you (Arbadel re-work mix)","Shakira"
"25","Mama luba","Serebro"
"26","The one that got away","Katy Perry"
"27","Timebomb","Kylie Minogue"
"28","Princess of China","Coldplay;Rihanna"
"29","Buy the Dj a round","Xuso Jones;Flii Stylz"
"30","Fight for life","Carlos Jean;Alex Shaker;Daniel Martín;Lucía Scansetti"
"31","Dejarse la piel","Lagarto Amarillo"
"32","International love","Pitbull;Chris Brown"
"33","Love is the only way","Macaco"
"34","In your head","Mohombi"
"35","Silenced by the night","Keane"
"36","The A Team","Ed Sheeran"
"37","Pan y mantequilla","Efecto Pasillo"
"38","Stereo hearts","Gym Class Heroes;Adam Levine"
"39","Hangover","Taio Cruz;Flo Rida"
"40","Levels","Avicii;Etta James"
