"","Song","Artist"
"1","Stressed out","Twenty One Pilots"
"2","Cheap thrills","Sia;Sean Paul"
"3","7 Years","Lukas Graham"
"4","I took a pill in Ibiza (Explicit version)","Mike Posner;SeeB"
"5","Catch & release","Matt Simons;Deepend"
"6","Faded","Alan Walker;Iselin Solheim"
"7","No","Meghan Trainor"
"8","Fast car","Jonas Blue;Dakota"
"9","Cake by the ocean","DNCE"
"10","Duele el corazón","Enrique Iglesias;Wisin"
"11","Me, myself & I","G-Eazy;Bebe Rexha"
"12","Lush life","Zara Larsson"
"13","Geometria polisentimental","Fangoria"
"14","Hymn for the weekend","Coldplay;Beyoncé"
"15","Baila conmigo","Juan Magán;Luciana"
"16","Light it up","Major Lazer;Fuse ODG;NYLA"
"17","One call away","Charlie Puth"
"18","Who's loving you","Auryn;Anastacia"
"19","Bang my head","David Guetta;Fetty Wap;Sia"
"20","Dangerous woman","Ariana Grande"
"21","Work","Rihanna;Drake"
"22","Vuela corazón","Dasoul"
"23","Roses","The Chainsmokers;Rozes"
"24","Pillowtalk","Zayn Malik"
"25","With my hands","Furious Monkey House"
"26","Cómo te atreves","Morat"
"27","Echo","Nelou"
"28","Work from home","Fifth Harmony;Ty Dolla $ign"
"29","Hero","Family of the Year"
"30","Hide away","Daya"
"31","Hotline bling","Drake"
"32","Good lovin' 2.0","Sweet California"
"33","When we were young","Adele"
"34","Are you ready?","Abraham Mateo"
"35","Renegades","X Ambassadors"
"36","Love yourself","Justin Bieber"
"37","Mira como vuelo","Miss Caffeina"
"38","Hundred miles","YALL;Gabriela Richardson"
"39","Be the one","Dua Lipa"
"40","Stitches","Shawn Mendes"
