"","Song","Artist"
"1","Shake it off","Taylor Swift"
"2","Chandelier","Sia"
"3","All about that bass","Meghan Trainor"
"4","Blame","Calvin Harris;John Newman"
"5","Dangerous","David Guetta;Sam Martin"
"6","Noche y de día","Enrique Iglesias;Juan Magán;Yandel"
"7","Bang bang","Jessie J;Ariana Grande;Nicki Minaj"
"8","Break free","Ariana Grande;Zedd"
"9","Fireball","Pitbull;John Ryan"
"10","Por fin","Pablo Alborán"
"11","Steal my girl","One Direction"
"12","Tocado y hundido","Melendi"
"13","Liar liar","Cris Cab"
"14","Entre la espada y la pared","Fito & Fitipaldis"
"15","Prayer in C","Robin Schulz;Lilly Wood & The Prick;Robin Schulz"
"16","The days","Avicii"
"17","Don't","Ed Sheeran"
"18","Boom clap","Charli XCX"
"19","Rude","MAGIC!"
"20","Shower","Becky G"
"21","Bad girl","Lucy Paradise"
"22","Habits (Stay high)","Tove Lo;Hippie Sabotage"
"23","Culpable","David Bisbal"
"24","Stay with me","Sam Smith"
"25","On our way","The Royal Concept"
"26","Geronimo","Sheppard"
"27","Maps","Maroon 5"
"28","Comprende (It's over)","Sweet California"
"29","Marry me","Jason Derülo"
"30","Mira dentro","Maldita Nerea"
"31","The miracle (of Joey Ramone)","U2"
"32","Justo ahora","Dvicio"
"33","Good time","Inna;Pitbull"
"34","Changing","Sigma;Paloma Faith"
"35","Puppeteer","Auryn"
"36","Aire","Antonio Orozco"
"37","People help the people","Birdy"
"38","Desaparecer","Malú"
"39","Superheroes","The Script"
"40","Oh Cecilia (Breaking my heart)","The Vamps;Shawn Mendes"
