"","Song","Artist"
"1","La lluvia en los zapatos","Leiva"
"2","Despacito","Luis Fonsi;Daddy Yankee"
"3","Sexual",NA
"4","Shape of you","Ed Sheeran"
"5","Rockabye","Clean Bandit;Anne-Marie;Sean Paul"
"6","Don't wanna know","Maroon 5;Kendrick Lamar"
"7","I feel it coming","The Weeknd;Daft Punk"
"8","Chained to the rhythm","Katy Perry;Skip Marley"
"9","Reggaetón lento (Bailemos)","CNCO"
"10","Shed a light","David Guetta;Robin Schulz;Cheat Codes"
"11","Just hold on","Louis Tomlinson;Steve Aoki"
"12","Move your body (Single mix)","Sia"
"13","By your side","Jonas Blue;Raye"
"14","Tambores de guerra","Manuel Carrasco"
"15","Hey baby","Diplo;Dimitri Vegas & Like Mike;Deb's Daughter"
"16","Paris","The Chainsmokers;Emily Warren"
"17","Scared to be lonely","Dua Lipa;Martin Garrix"
"18","Don't you know","Kungs;Jamie N Commons"
"19","Do it for your lover","Manel Navarro"
"20","Tuesday","Burak Yeter;Danelle Sandoval"
"21","Dama y vagabundo","Bromas Aparte;Ana Mena"
"22","You're not there","Lukas Graham"
"23","I don't wanna live forever","Zayn Malik;Taylor Swift"
"24","Espectacular","Fangoria"
"25","Human","Rag'n'Bone Man"
"26","París","Dani Martín"
"27","Sigo extrañándote","J Balvin"
"28","Castle on the hill","Ed Sheeran"
"29","Chantaje","Shakira;Maluma"
"30","Aire",NA
"31","Call on me","Starley;Ryan Riback"
"32","Ácido","Miss Caffeina"
"33","Cuando no me ves","Love of Lesbian"
"34","On hold","The xx"
"35","Way down we go","Kaleo"
"36","I got you","Bebe Rexha"
"37","Let me love you","DJ Snake;Justin Bieber"
"38","Good life","Sweet California"
"39","24k magic","Bruno Mars"
"40","Blow your mind (Mwah)","Dua Lipa"
