"","Song","Artist"
"1","El secreto de las tortugas","Maldita Nerea"
"2","Club can't handle me","Flo Rida;David Guetta"
"3","Alejandro","Lady GaGa"
"4","We no speak americano",NA
"5","Cry cry","Oceana"
"6","Waka waka (Esto es África)","Shakira;Freshlyground"
"7","Castillo de arena","El Pescao;Ana Cañas"
"8","Love the way you lie","Eminem;Rihanna"
"9","All the lovers","Kylie Minogue"
"10","16 añitos","Dani Martín"
"11","I like it","Enrique Iglesias"
"12","Break your heart","Taio Cruz"
"13","Nuestro amor será leyenda","Alejandro Sanz"
"14","Sick of love","Robert Ramírez"
"15","Replay","Iyaz"
"16","Need you now","Lady Antebellum"
"17","Déjà vu","Inna;Bob Taylor;Play & Win"
"18","California gurls","Katy Perry"
"19","Sonrisa","Ana Torroja"
"20","Your love is my drug","Ke$ha"
"21","Otra oportunidad","Preciados"
"22","Dj got us fallin' in love","Usher"
"23","Dynamite","Taio Cruz"
"24","Barbie de extrarradio","Melendi"
"25","Dannayá","Dover"
"26","Hey, soul sister","Train"
"27","What do you got?","Bon Jovi"
"28","Only girl (In the world)","Rihanna"
"29","Crossfire","Brandon Flowers"
"30","Bipolar","POL 3.14"
"31","In my head","Jason Derülo"
"32","Teenage dream","Katy Perry"
"33","Cama vacía","Pignoise"
"34","Gracias","Despistaos"
"35","Stereo love","Edward Maya;Molella"
"36","Perdido en la calle","Taxi"
"37","Get outta my way","Kylie Minogue"
"38","Nothin' on you","B.o.B;Bruno Mars"
"39","Memories","David Guetta;Kid Cudi"
"40","Los huesos de los besos","Fito & Fitipaldis"
