"","Song","Artist"
"1","Tenía tanto que darte","Nena Daconte"
"2","Peter Pan","El Canto del Loco"
"3","I kissed a girl","Katy Perry"
"4","Un violinista en tu tejado","Melendi"
"5","Viva la vida","Coldplay"
"6","Tarde de domingo rara","Amaral"
"7","Hemicraneal","Estopa"
"8","No dudaría","Rosario"
"9","Quiero ser","Amaia Montero"
"10","Por mi tripa","Pereza"
"11","Superwoman","Alicia Keys"
"12","Quiero un camino","Taxi;Álvaro Urquijo"
"13","If I were a boy","Beyoncé"
"14","El último vals","La Oreja de Van Gogh"
"15","Pretendo hablarte","Beatriz Luengo"
"16","I can feel you","Anastacia"
"17","Retales de una vida","Celtas Cortos"
"18","Better in time","Leona Lewis"
"19","Odio por amor","Juanes"
"20","S.O.S.","Jonas Brothers"
"21","Back to black","Amy Winehouse"
"22","Tiempo pequeño","Revólver"
"23","Stop and stare","OneRepublic"
"24","Greatest day","Take That"
"25","Inmortal","La Oreja de Van Gogh"
"26","The man who can't be moved","The Script"
"27","The lovers are losing","Keane"
"28","Love, love, love","James Blunt"
"29","Hay muy poca gente","Bunbury"
"30","Poco a poco","The Cabriolets"
"31","Te esperaré","Calle París"
"32","Walking away","Craig David;Álex Ubago"
"33","Give it 2 me","Madonna"
"34","Sígueme","Manuel Carrasco"
"35","I'll be waiting","Lenny Kravitz"
"36","Diary of a smoker","The Monomes"
"37","Hacer por hacer","Miguel Bosé;Gloria Gaynor"
"38","Rain on your parade","Duffy"
"39","Lo que quiero, lo que soy","Sr. Trepador"
"40","Si no te hubieras ido","Maná"
