"","Song","Artist"
"1","Peter Pan","El Canto del Loco"
"2","I kissed a girl","Katy Perry"
"3","Beggin","Madcon"
"4","Quiero ser","Amaia Montero"
"5","Sígueme","Manuel Carrasco"
"6","Que te quería","La Quinta Estación"
"7","Disturbia","Rihanna"
"8","Te esperaré","Calle París"
"9","Human","The Killers"
"10","Womanizer","Britney Spears"
"11","Colgando en tus manos","Carlos Baute;Marta Sánchez"
"12","Viva la vida","Coldplay"
"13","Perdóname","Amaral"
"14","If I were a boy","Beyoncé"
"15","Hemicraneal","Estopa"
"16","Primavera anticipada (It is my song)","Laura Pausini;James Blunt"
"17","The man who can't be moved","The Script"
"18","This is the life","Amy MacDonald"
"19","Broken strings","James Morrison;Nelly Furtado"
"20","Just dance","Lady GaGa;Colby O'Donis"
"21","Inmortal","La Oreja de Van Gogh"
"22","Infinity 2008","Guru Josh Project;Klaas"
"23","No me doy por vencido","Luis Fonsi"
"24","Stop and stare","OneRepublic"
"25","Me gustas cuando","Lucas Masciano;El Canto del Loco"
"26","You found me","The Fray"
"27","Better in time","Leona Lewis"
"28","Get on your boots","U2"
"29","Me arrepiento","Álex Ubago"
"30","Rain on your parade","Duffy"
"31","The boy does nothing","Alesha Dixon"
"32","Libres","La Sonrisa de Julia"
"33","Nunca tendré","Coti"
"34","Tenía tanto que darte","Nena Daconte"
"35","Un violinista en tu tejado","Melendi"
"36","Cuéntale","Conchita"
"37","Voyage voyage","Kate Ryan"
"38","El burdel de las sirenas","84"
"39","I can feel you","Anastacia;Mousse T."
"40","Por mi tripa","Pereza"
