"","Song","Artist"
"1","Marvin Gaye","Charlie Puth;Meghan Trainor"
"2","Vuelve","Juan Magán;DCS;Paulina Rubio"
"3","What do you mean?","Justin Bieber"
"4","Can't feel my face","The Weeknd"
"5","How deep is your love","Calvin Harris;Disciples"
"6","Ain't nobody (Loves me better)","Felix Jaehn;Jasmine Thompson"
"7","El mismo sol (Under the same sun) (Spanglish version)","Álvaro Soler;Jennifer López"
"8","Back it up (Spanish version)","Prince Royce;Jennifer López;Pitbull"
"9","Locked away","R. City;Adam Levine"
"10","Reality","Lost Frequencies;Janieck Devy"
"11","Goodbye","Feder;Lyse"
"12","A que no me dejas","Alejandro Sanz"
"13","Photograph","Ed Sheeran"
"14","Stole the show","Kygo;Parson James"
"15","Ginza","J Balvin"
"16","Alive","Sia"
"17","On my mind","Ellie Goulding"
"18","Quiero","Malú"
"19","Lean on","Major Lazer;DJ Snake;MØ"
"20","Supergirl","Anna Naklab;Alle Farben;Younotus"
"21","La gozadera","Gente de Zona;Marc Anthony"
"22","Headlights","Robin Schulz;Ilsey"
"23","Fight song","Rachel Platten"
"24","I don't like it, I love it","Flo Rida;Robin Thicke;Verdine White"
"25","Runnin' (Lose it all)","Naughty Boy;Arrow Benjamin;Beyoncé"
"26","Recuérdame (Versión 2015)","Pablo Alborán"
"27","Don't worry","Madcon;Ray Dalton"
"28","Shut up and dance","Walk the Moon"
"29","Waiting for love","Avicii"
"30","Come and get it","John Newman"
"31","Pastillas para dormir","Estopa"
"32","Wonder woman","Sweet California;Jake Miller"
"33","Hula hoop","OMI"
"34","Garabatos","Fito & Fitipaldis"
"35","I really like you","Carly Rae Jepsen"
"36","Old school","Abraham Mateo"
"37","Like I can","Sam Smith"
"38","King","Years & Years"
"39","The one I want","Electric Nana"
"40","Hey mama (Extended mix)","David Guetta;Afrojack;Bebe Rexha;Nicki Minaj"
