"","Song","Artist"
"1","Hey mama (Extended mix)","David Guetta;Afrojack;Bebe Rexha;Nicki Minaj"
"2","I really like you","Carly Rae Jepsen"
"3","Are you with me","Lost Frequencies"
"4","Shut up and dance","Walk the Moon"
"5","Lean on","Major Lazer;DJ Snake;MØ"
"6","La gozadera","Gente de Zona;Marc Anthony"
"7","Cheerleader","OMI;Felix Jaehn"
"8","Come and get it","John Newman"
"9","Don't worry","Madcon;Ray Dalton"
"10","Cuando me siento bien","Efecto Pasillo"
"11","Five more hours","Chris Brown;Deorro"
"12","Heroes","Måns Zelmerlöw"
"13","I don't like it, I love it","Flo Rida;Robin Thicke;Verdine White"
"14","Like I can","Sam Smith"
"15","Él no te da","Dasoul"
"16","Hold my hand","Jess Glynne"
"17","Hoy será","Antonio Orozco"
"18","Good to be bad (Miedo a querer)","Paula Rojo"
"19","El perdón","Nicky Jam;Enrique Iglesias"
"20","Want to want me","Jason Derülo"
"21","No pide tanto, idiota","Maldita Nerea"
"22","Stole the show","Kygo;Parson James"
"23","Talk about you","Mika"
"24","Recuérdame (Versión 2015)","Pablo Alborán"
"25","King","Years & Years"
"26","A que no me dejas","Alejandro Sanz"
"27","See you again","Wiz Khalifa;Charlie Puth"
"28","Kill me (And make it quick)","Amelie"
"29","Pastillas para dormir","Estopa"
"30","Wonder woman","Sweet California;Jake Miller"
"31","Vuelve","Juan Magán;DCS;Paulina Rubio"
"32","Cadillac","Mario Jefferson"
"33","Won't stop","Electric Nana"
"34","Garabatos","Fito & Fitipaldis"
"35","God invented fridays","Luis López;Madison Kiss"
"36","Headlights","Robin Schulz;Ilsey"
"37","Volar","Macaco"
"38","Goodbye","Feder;Lyse"
"39","Mi verdad","Maná;Shakira"
"40","Lifetime","Alexander Som;Carlos Jean"
