"","Song","Artist"
"1","Apologize","OneRepublic"
"2","¡Eres tonto!","El Canto del Loco"
"3","Rehab","Amy Winehouse"
"4","Don't stop the music","Rihanna"
"5","Cuando amanece","Estopa"
"6","Puede ser","Conchita"
"7","4 minutes","Madonna;Justin Timberlake;Timbaland"
"8","Si no te hubieras ido","Maná"
"9","Bleeding love","Leona Lewis"
"10","Kamikaze","Amaral"
"11","No estamos solos","Eros Ramazzotti;Ricky Martin"
"12","Mercy","Duffy"
"13","Don't jump","Tokio Hotel"
"14","Como un lobo","Miguel Bosé;Bimba Bosé"
"15","Say it right","Nelly Furtado"
"16","Beautiful girls","Sean Kingston"
"17","Estrella polar","Pereza;Juan Aguirre"
"18","No one","Alicia Keys"
"19","Lo mismo","No Way Out"
"20","In my arms","Kylie Minogue"
"21","No estés triste","Manolo García"
"22","Serenade07","Dover"
"23","Roto por dentro","M-Clan"
"24","Violet hill","Coldplay"
"25","Papeles mojados","Chambao"
"26","Gotas de agua dulce","Juanes"
"27","El bolsillo del revés","Chenoa"
"28","Cuando me vaya","Melocos;Natalia Jiménez"
"29","Love song","Sara Bareilles"
"30","Cada dos minutos","Despistaos"
"31","Crime","Najwajean"
"32","Pretendo hablarte","Beatriz Luengo"
"33","Que el tiempo no te cambie (V. 2008)","Tequila"
"34","I'll be waiting","Lenny Kravitz"
"35","Bella traición","Belinda"
"36","Cósmica","Pastora"
"37","Déjame vivir","Jarabe de Palo;LaMari"
"38","Just hold me","Maria Mena"
"39","Sin ti","Pignoise"
"40","Sola en el silencio","Angy"
