"","Song","Artist"
"1","Whistle","Flo Rida"
"2","Drive by","Train"
"3","Pan y mantequilla","Efecto Pasillo"
"4","Call me maybe","Carly Rae Jepsen"
"5","We are young","Fun.;Janelle Monaé"
"6","Euphoria","Loreen"
"7","Tanto","Pablo Alborán"
"8","Don't give up my game","Auryn"
"9","Payphone","Maroon 5;Wiz Khalifa"
"10","Somebody that I used to know","Gotye;Kimbra"
"11","Chasing the sun","The Wanted"
"12","Rayos de sol","Jose de Rico & Henry Méndez"
"13","Summer paradise","Simple Plan;Sean Paul"
"14","Balada","Gusttavo Lima"
"15","Última noche en la tierra","La Musicalité"
"16","Scream","Usher"
"17","Día cero","La Oreja de Van Gogh"
"18","Blow me (One last kiss)","P!nk"
"19","Tacatá","Tacabro"
"20","Wide awake","Katy Perry"
"21","Te voy a esperar","Juan Magán;Belinda"
"22","Dance again","Jennifer López;Pitbull"
"23","Don't wake me up","Chris Brown"
"24","Generation","Carlos Jean;Alex Ayora;Dans Swanz;Lucía Scansetti;Sweet Ross"
"25","Starships","Nicki Minaj"
"26","We are never ever getting back together","Taylor Swift"
"27","Everything you didn't do (Spanish version)","Jamie Cullum;Frank T;Nita;Shinoflow"
"28","No me compares","Alejandro Sanz"
"29","Stronger (What doesn't kill you)","Kelly Clarkson"
"30","Una sola voz","Macaco"
"31","Boys will be boys","Paulina Rubio"
"32","Girl on fire","Alicia Keys"
"33","Te he echado de menos","Pablo Alborán"
"34","What goes around comes around","Dover"
"35","En el mundo genial de las cosas que dices","Maldita Nerea"
"36","Princess of China","Coldplay;Rihanna"
"37","Me pones tierno","Rasel;Carlos Baute"
"38","Lady (Spanglish version)","Crossfire"
"39","Timebomb","Kylie Minogue"
"40","Me quedaré","Estopa"
